week,vote_choice,gender,age_group,education_level,municipality,weight
2025-W03,Social Democrats (S),Men,65+,Tertiary,Stockholm,0.003683
2025-W03,Social Democrats (S),Men,65+,Tertiary,Gothenburg,0.003359
2025-W03,Social Democrats (S),Men,65+,Tertiary,Malmö,0.002525
2025-W03,Social Democrats (S),Women,18-29,Primary,Stockholm,0.004814
2025-W03,Social Democrats (S),Women,18-29,Primary,Gothenburg,0.003909
2025-W03,Social Democrats (S),Women,18-29,Primary,Malmö,0.002984
2025-W03,Social Democrats (S),Women,18-29,Secondary,Stockholm,0.00357
2025-W03,Social Democrats (S),Women,18-29,Secondary,Gothenburg,0.003217
2025-W03,Social Democrats (S),Women,18-29,Secondary,Malmö,0.002509
2025-W03,Social Democrats (S),Women,18-29,Tertiary,Stockholm,0.003863
2025-W03,Social Democrats (S),Women,18-29,Tertiary,Gothenburg,0.002879
2025-W03,Social Democrats (S),Women,18-29,Tertiary,Malmö,0.002472
2025-W03,Social Democrats (S),Women,30-49,Primary,Stockholm,0.005182
2025-W03,Social Democrats (S),Women,30-49,Primary,Gothenburg,0.003929
2025-W03,Social Democrats (S),Women,30-49,Primary,Malmö,0.003309
2025-W03,Social Democrats (S),Women,30-49,Secondary,Stockholm,0.003394
2025-W03,Social Democrats (S),Women,30-49,Secondary,Gothenburg,0.00335
2025-W03,Social Democrats (S),Women,30-49,Secondary,Malmö,0.002501
2025-W03,Social Democrats (S),Women,30-49,Tertiary,Stockholm,0.003481
2025-W03,Social Democrats (S),Women,30-49,Tertiary,Gothenburg,0.002851
2025-W03,Social Democrats (S),Women,30-49,Tertiary,Malmö,0.002473
2025-W03,Social Democrats (S),Women,50-64,Primary,Stockholm,0.004823
2025-W03,Social Democrats (S),Women,50-64,Primary,Gothenburg,0.003654
2025-W03,Social Democrats (S),Women,50-64,Primary,Malmö,0.003496
2025-W03,Social Democrats (S),Women,50-64,Secondary,Stockholm,0.003975
2025-W03,Social Democrats (S),Women,50-64,Secondary,Gothenburg,0.003036
2025-W03,Social Democrats (S),Women,50-64,Secondary,Malmö,0.002261
2025-W03,Social Democrats (S),Women,50-64,Tertiary,Stockholm,0.003916
2025-W03,Social Democrats (S),Women,50-64,Tertiary,Gothenburg,0.003059
2025-W03,Social Democrats (S),Women,50-64,Tertiary,Malmö,0.002554
2025-W03,Social Democrats (S),Women,65+,Primary,Stockholm,0.004782
2025-W03,Social Democrats (S),Women,65+,Primary,Gothenburg,0.003798
2025-W03,Social Democrats (S),Women,65+,Primary,Malmö,0.003395
2025-W03,Social Democrats (S),Women,65+,Secondary,Stockholm,0.004025
2025-W03,Social Democrats (S),Women,65+,Secondary,Gothenburg,0.002903
2025-W03,Social Democrats (S),Women,65+,Secondary,Malmö,0.002473
2025-W03,Social Democrats (S),Women,65+,Tertiary,Stockholm,0.003587
2025-W03,Social Democrats (S),Women,65+,Tertiary,Gothenburg,0.003318
2025-W03,Social Democrats (S),Women,65+,Tertiary,Malmö,0.002452
2025-W03,Moderate Party (M),Men,18-29,Primary,Stockholm,0.002789
2025-W03,Moderate Party (M),Men,18-29,Primary,Gothenburg,0.002317
2025-W03,Moderate Party (M),Men,18-29,Primary,Malmö,0.001651
2025-W03,Moderate Party (M),Men,18-29,Secondary,Stockholm,0.002742
2025-W03,Moderate Party (M),Men,18-29,Secondary,Gothenburg,0.002123
2025-W03,Moderate Party (M),Men,18-29,Secondary,Malmö,0.001878
2025-W03,Moderate Party (M),Men,18-29,Tertiary,Stockholm,0.003894
2025-W03,Moderate Party (M),Men,18-29,Tertiary,Gothenburg,0.003448
2025-W03,Moderate Party (M),Men,18-29,Tertiary,Malmö,0.002479
2025-W03,Moderate Party (M),Men,30-49,Primary,Stockholm,0.002488
2025-W03,Moderate Party (M),Men,30-49,Primary,Gothenburg,0.002198
2025-W03,Moderate Party (M),Men,30-49,Primary,Malmö,0.0019
2025-W03,Moderate Party (M),Men,30-49,Secondary,Stockholm,0.002587
2025-W03,Moderate Party (M),Men,30-49,Secondary,Gothenburg,0.002008
2025-W03,Moderate Party (M),Men,30-49,Secondary,Malmö,0.001741
2025-W03,Moderate Party (M),Men,30-49,Tertiary,Stockholm,0.003768
2025-W03,Moderate Party (M),Men,30-49,Tertiary,Gothenburg,0.003274
2025-W03,Moderate Party (M),Men,30-49,Tertiary,Malmö,0.002615
2025-W03,Moderate Party (M),Men,50-64,Primary,Stockholm,0.002569
2025-W03,Moderate Party (M),Men,50-64,Primary,Gothenburg,0.002083
2025-W03,Moderate Party (M),Men,50-64,Primary,Malmö,0.00162
2025-W03,Moderate Party (M),Men,50-64,Secondary,Stockholm,0.002694
2025-W03,Moderate Party (M),Men,50-64,Secondary,Gothenburg,0.002191
2025-W03,Moderate Party (M),Men,50-64,Secondary,Malmö,0.001636
2025-W03,Moderate Party (M),Men,50-64,Tertiary,Stockholm,0.004102
2025-W03,Moderate Party (M),Men,50-64,Tertiary,Gothenburg,0.002944
2025-W03,Moderate Party (M),Men,50-64,Tertiary,Malmö,0.002719
2025-W03,Moderate Party (M),Men,65+,Primary,Stockholm,0.002698
2025-W03,Moderate Party (M),Men,65+,Primary,Gothenburg,0.002295
2025-W03,Moderate Party (M),Men,65+,Primary,Malmö,0.001689
2025-W03,Moderate Party (M),Men,65+,Secondary,Stockholm,0.002677
2025-W03,Moderate Party (M),Men,65+,Secondary,Gothenburg,0.002299
2025-W03,Moderate Party (M),Men,65+,Secondary,Malmö,0.001894
2025-W03,Moderate Party (M),Men,65+,Tertiary,Stockholm,0.003884
2025-W03,Moderate Party (M),Men,65+,Tertiary,Gothenburg,0.00294
2025-W03,Moderate Party (M),Men,65+,Tertiary,Malmö,0.002593
2025-W03,Moderate Party (M),Women,18-29,Primary,Stockholm,0.002639
2025-W03,Moderate Party (M),Women,18-29,Primary,Gothenburg,0.00232
2025-W03,Moderate Party (M),Women,18-29,Primary,Malmö,0.001857
2025-W03,Moderate Party (M),Women,18-29,Secondary,Stockholm,0.002561
2025-W03,Moderate Party (M),Women,18-29,Secondary,Gothenburg,0.002171
2025-W03,Moderate Party (M),Women,18-29,Secondary,Malmö,0.001713
2025-W03,Moderate Party (M),Women,18-29,Tertiary,Stockholm,0.004061
2025-W03,Moderate Party (M),Women,18-29,Tertiary,Gothenburg,0.003182
2025-W03,Moderate Party (M),Women,18-29,Tertiary,Malmö,0.002672
2025-W03,Moderate Party (M),Women,30-49,Primary,Stockholm,0.002413
2025-W03,Moderate Party (M),Women,30-49,Primary,Gothenburg,0.002147
2025-W03,Moderate Party (M),Women,30-49,Primary,Malmö,0.00189
2025-W03,Moderate Party (M),Women,30-49,Secondary,Stockholm,0.002508
2025-W03,Moderate Party (M),Women,30-49,Secondary,Gothenburg,0.002243
2025-W03,Moderate Party (M),Women,30-49,Secondary,Malmö,0.00178
2025-W03,Moderate Party (M),Women,30-49,Tertiary,Stockholm,0.004162
2025-W03,Moderate Party (M),Women,30-49,Tertiary,Gothenburg,0.003468
2025-W03,Moderate Party (M),Women,30-49,Tertiary,Malmö,0.002778
2025-W03,Moderate Party (M),Women,50-64,Primary,Stockholm,0.00253
2025-W03,Moderate Party (M),Women,50-64,Primary,Gothenburg,0.002081
2025-W03,Moderate Party (M),Women,50-64,Primary,Malmö,0.001804
2025-W03,Moderate Party (M),Women,50-64,Secondary,Stockholm,0.002726
2025-W03,Moderate Party (M),Women,50-64,Secondary,Gothenburg,0.002321
2025-W03,Moderate Party (M),Women,50-64,Secondary,Malmö,0.001568
2025-W03,Moderate Party (M),Women,50-64,Tertiary,Stockholm,0.003552
2025-W03,Moderate Party (M),Women,50-64,Tertiary,Gothenburg,0.003325
2025-W03,Moderate Party (M),Women,50-64,Tertiary,Malmö,0.00281
2025-W03,Moderate Party (M),Women,65+,Primary,Stockholm,0.00285
2025-W03,Moderate Party (M),Women,65+,Primary,Gothenburg,0.002267
2025-W03,Moderate Party (M),Women,65+,Primary,Malmö,0.001705
2025-W03,Moderate Party (M),Women,65+,Secondary,Stockholm,0.002384
2025-W03,Moderate Party (M),Women,65+,Secondary,Gothenburg,0.002218
2025-W03,Moderate Party (M),Women,65+,Secondary,Malmö,0.001857
2025-W03,Moderate Party (M),Women,65+,Tertiary,Stockholm,0.003844
2025-W03,Moderate Party (M),Women,65+,Tertiary,Gothenburg,0.003366
2025-W03,Moderate Party (M),Women,65+,Tertiary,Malmö,0.002801
2025-W03,Sweden Democrats (SD),Men,18-29,Primary,Stockholm,0.002841
2025-W03,Sweden Democrats (SD),Men,18-29,Primary,Gothenburg,0.002758
2025-W03,Sweden Democrats (SD),Men,18-29,Primary,Malmö,0.001997
2025-W03,Sweden Democrats (SD),Men,18-29,Secondary,Stockholm,0.003047
2025-W03,Sweden Democrats (SD),Men,18-29,Secondary,Gothenburg,0.002419
2025-W03,Sweden Democrats (SD),Men,18-29,Secondary,Malmö,0.002096
2025-W03,Sweden Democrats (SD),Men,18-29,Tertiary,Stockholm,0.003166
2025-W03,Sweden Democrats (SD),Men,18-29,Tertiary,Gothenburg,0.002756
2025-W03,Sweden Democrats (SD),Men,18-29,Tertiary,Malmö,0.001946
2025-W03,Sweden Democrats (SD),Men,30-49,Primary,Stockholm,0.002862
2025-W03,Sweden Democrats (SD),Men,30-49,Primary,Gothenburg,0.002797
2025-W03,Sweden Democrats (SD),Men,30-49,Primary,Malmö,0.002133
2025-W03,Sweden Democrats (SD),Men,30-49,Secondary,Stockholm,0.002963
2025-W03,Sweden Democrats (SD),Men,30-49,Secondary,Gothenburg,0.002819
2025-W03,Sweden Democrats (SD),Men,30-49,Secondary,Malmö,0.001935
2025-W03,Sweden Democrats (SD),Men,30-49,Tertiary,Stockholm,0.003101
2025-W03,Sweden Democrats (SD),Men,30-49,Tertiary,Gothenburg,0.002476
2025-W03,Sweden Democrats (SD),Men,30-49,Tertiary,Malmö,0.001981
2025-W03,Sweden Democrats (SD),Men,50-64,Primary,Stockholm,0.002818
2025-W03,Sweden Democrats (SD),Men,50-64,Primary,Gothenburg,0.002763
2025-W03,Sweden Democrats (SD),Men,50-64,Primary,Malmö,0.00225
2025-W03,Sweden Democrats (SD),Men,50-64,Secondary,Stockholm,0.003236
2025-W03,Sweden Democrats (SD),Men,50-64,Secondary,Gothenburg,0.002426
2025-W03,Sweden Democrats (SD),Men,50-64,Secondary,Malmö,0.002059
2025-W03,Sweden Democrats (SD),Men,50-64,Tertiary,Stockholm,0.003028
2025-W03,Sweden Democrats (SD),Men,50-64,Tertiary,Gothenburg,0.00265
2025-W03,Sweden Democrats (SD),Men,50-64,Tertiary,Malmö,0.002141
2025-W03,Sweden Democrats (SD),Men,65+,Primary,Stockholm,0.003077
2025-W03,Sweden Democrats (SD),Men,65+,Primary,Gothenburg,0.002474
2025-W03,Sweden Democrats (SD),Men,65+,Primary,Malmö,0.002227
2025-W03,Sweden Democrats (SD),Men,65+,Secondary,Stockholm,0.002937
2025-W03,Sweden Democrats (SD),Men,65+,Secondary,Gothenburg,0.002544
2025-W03,Sweden Democrats (SD),Men,65+,Secondary,Malmö,0.002076
2025-W03,Sweden Democrats (SD),Men,65+,Tertiary,Stockholm,0.002961
2025-W03,Sweden Democrats (SD),Men,65+,Tertiary,Gothenburg,0.002641
2025-W03,Sweden Democrats (SD),Men,65+,Tertiary,Malmö,0.002114
2025-W03,Sweden Democrats (SD),Women,18-29,Primary,Stockholm,0.001471
2025-W03,Sweden Democrats (SD),Women,18-29,Primary,Gothenburg,0.00107
2025-W03,Sweden Democrats (SD),Women,18-29,Primary,Malmö,0.000978
2025-W03,Sweden Democrats (SD),Women,18-29,Secondary,Stockholm,0.001382
2025-W03,Sweden Democrats (SD),Women,18-29,Secondary,Gothenburg,0.001066
2025-W03,Sweden Democrats (SD),Women,18-29,Secondary,Malmö,0.000905
2025-W03,Sweden Democrats (SD),Women,18-29,Tertiary,Stockholm,0.001389
2025-W03,Sweden Democrats (SD),Women,18-29,Tertiary,Gothenburg,0.001171
2025-W03,Sweden Democrats (SD),Women,18-29,Tertiary,Malmö,0.000812
2025-W03,Sweden Democrats (SD),Women,30-49,Primary,Stockholm,0.001368
2025-W03,Sweden Democrats (SD),Women,30-49,Primary,Gothenburg,0.001115
2025-W03,Sweden Democrats (SD),Women,30-49,Primary,Malmö,0.000965
2025-W03,Sweden Democrats (SD),Women,30-49,Secondary,Stockholm,0.001282
2025-W03,Sweden Democrats (SD),Women,30-49,Secondary,Gothenburg,0.001183
2025-W03,Sweden Democrats (SD),Women,30-49,Secondary,Malmö,0.000912
2025-W03,Sweden Democrats (SD),Women,30-49,Tertiary,Stockholm,0.0013
2025-W03,Sweden Democrats (SD),Women,30-49,Tertiary,Gothenburg,0.001146
2025-W03,Sweden Democrats (SD),Women,30-49,Tertiary,Malmö,0.000914
2025-W03,Sweden Democrats (SD),Women,50-64,Primary,Stockholm,0.001387
2025-W03,Sweden Democrats (SD),Women,50-64,Primary,Gothenburg,0.001165
2025-W03,Sweden Democrats (SD),Women,50-64,Primary,Malmö,0.000921
2025-W03,Sweden Democrats (SD),Women,50-64,Secondary,Stockholm,0.00143
2025-W03,Sweden Democrats (SD),Women,50-64,Secondary,Gothenburg,0.001145
2025-W03,Sweden Democrats (SD),Women,50-64,Secondary,Malmö,0.000965
2025-W03,Sweden Democrats (SD),Women,50-64,Tertiary,Stockholm,0.001378
2025-W03,Sweden Democrats (SD),Women,50-64,Tertiary,Gothenburg,0.001073
2025-W03,Sweden Democrats (SD),Women,50-64,Tertiary,Malmö,0.000882
2025-W03,Sweden Democrats (SD),Women,65+,Primary,Stockholm,0.001361
2025-W03,Sweden Democrats (SD),Women,65+,Primary,Gothenburg,0.001168
2025-W03,Sweden Democrats (SD),Women,65+,Primary,Malmö,0.00082
2025-W03,Sweden Democrats (SD),Women,65+,Secondary,Stockholm,0.001284
2025-W03,Sweden Democrats (SD),Women,65+,Secondary,Gothenburg,0.001171
2025-W03,Sweden Democrats (SD),Women,65+,Secondary,Malmö,0.000835
2025-W03,Sweden Democrats (SD),Women,65+,Tertiary,Stockholm,0.001241
2025-W03,Sweden Democrats (SD),Women,65+,Tertiary,Gothenburg,0.001125
2025-W03,Sweden Democrats (SD),Women,65+,Tertiary,Malmö,0.000977
2025-W03,Left Party (V),Men,18-29,Primary,Stockholm,0.001715
2025-W03,Left Party (V),Men,18-29,Primary,Gothenburg,0.001537
2025-W03,Left Party (V),Men,18-29,Primary,Malmö,0.001211
2025-W03,Left Party (V),Men,18-29,Secondary,Stockholm,0.001621
2025-W03,Left Party (V),Men,18-29,Secondary,Gothenburg,0.001512
2025-W03,Left Party (V),Men,18-29,Secondary,Malmö,0.001132
2025-W03,Left Party (V),Men,18-29,Tertiary,Stockholm,0.001808
2025-W03,Left Party (V),Men,18-29,Tertiary,Gothenburg,0.00149
2025-W03,Left Party (V),Men,18-29,Tertiary,Malmö,0.001099
2025-W03,Left Party (V),Men,30-49,Primary,Stockholm,0.001573
2025-W03,Left Party (V),Men,30-49,Primary,Gothenburg,0.001551
2025-W03,Left Party (V),Men,30-49,Primary,Malmö,0.001054
2025-W03,Left Party (V),Men,30-49,Secondary,Stockholm,0.001863
2025-W03,Left Party (V),Men,30-49,Secondary,Gothenburg,0.001522
2025-W03,Left Party (V),Men,30-49,Secondary,Malmö,0.001187
2025-W03,Left Party (V),Men,30-49,Tertiary,Stockholm,0.001868
2025-W03,Left Party (V),Men,30-49,Tertiary,Gothenburg,0.001553
2025-W03,Left Party (V),Men,30-49,Tertiary,Malmö,0.001205
2025-W03,Left Party (V),Men,50-64,Primary,Stockholm,0.001658
2025-W03,Left Party (V),Men,50-64,Primary,Gothenburg,0.001503
2025-W03,Left Party (V),Men,50-64,Primary,Malmö,0.001026
2025-W03,Left Party (V),Men,50-64,Secondary,Stockholm,0.001716
2025-W03,Left Party (V),Men,50-64,Secondary,Gothenburg,0.001407
2025-W03,Left Party (V),Men,50-64,Secondary,Malmö,0.001175
2025-W03,Left Party (V),Men,50-64,Tertiary,Stockholm,0.001763
2025-W03,Left Party (V),Men,50-64,Tertiary,Gothenburg,0.001444
2025-W03,Left Party (V),Men,50-64,Tertiary,Malmö,0.001209
2025-W03,Left Party (V),Men,65+,Primary,Stockholm,0.001854
2025-W03,Left Party (V),Men,65+,Primary,Gothenburg,0.001309
2025-W03,Left Party (V),Men,65+,Primary,Malmö,0.001076
2025-W03,Left Party (V),Men,65+,Secondary,Stockholm,0.001542
2025-W03,Left Party (V),Men,65+,Secondary,Gothenburg,0.001529
2025-W03,Left Party (V),Men,65+,Secondary,Malmö,0.00115
2025-W03,Left Party (V),Men,65+,Tertiary,Stockholm,0.001846
2025-W03,Left Party (V),Men,65+,Tertiary,Gothenburg,0.001341
2025-W03,Left Party (V),Men,65+,Tertiary,Malmö,0.001037
2025-W03,Left Party (V),Women,18-29,Primary,Stockholm,0.002359
2025-W03,Left Party (V),Women,18-29,Primary,Gothenburg,0.001997
2025-W03,Left Party (V),Women,18-29,Primary,Malmö,0.001418
2025-W03,Left Party (V),Women,18-29,Secondary,Stockholm,0.002175
2025-W03,Left Party (V),Women,18-29,Secondary,Gothenburg,0.001713
2025-W03,Left Party (V),Women,18-29,Secondary,Malmö,0.001609
2025-W03,Left Party (V),Women,18-29,Tertiary,Stockholm,0.002129
2025-W03,Left Party (V),Women,18-29,Tertiary,Gothenburg,0.001843
2025-W03,Left Party (V),Women,18-29,Tertiary,Malmö,0.001358
2025-W03,Left Party (V),Women,30-49,Primary,Stockholm,0.002387
2025-W03,Left Party (V),Women,30-49,Primary,Gothenburg,0.001711
2025-W03,Left Party (V),Women,30-49,Primary,Malmö,0.001463
2025-W03,Left Party (V),Women,30-49,Secondary,Stockholm,0.002291
2025-W03,Left Party (V),Women,30-49,Secondary,Gothenburg,0.001936
2025-W03,Left Party (V),Women,30-49,Secondary,Malmö,0.001609
2025-W03,Left Party (V),Women,30-49,Tertiary,Stockholm,0.002179
2025-W03,Left Party (V),Women,30-49,Tertiary,Gothenburg,0.001935
2025-W03,Left Party (V),Women,30-49,Tertiary,Malmö,0.001375
2025-W03,Left Party (V),Women,50-64,Primary,Stockholm,0.002177
2025-W03,Left Party (V),Women,50-64,Primary,Gothenburg,0.001698
2025-W03,Left Party (V),Women,50-64,Primary,Malmö,0.001474
2025-W03,Left Party (V),Women,50-64,Secondary,Stockholm,0.002174
2025-W03,Left Party (V),Women,50-64,Secondary,Gothenburg,0.002013
2025-W03,Left Party (V),Women,50-64,Secondary,Malmö,0.001339
2025-W03,Left Party (V),Women,50-64,Tertiary,Stockholm,0.002158
2025-W03,Left Party (V),Women,50-64,Tertiary,Gothenburg,0.001825
2025-W03,Left Party (V),Women,50-64,Tertiary,Malmö,0.00161
2025-W03,Left Party (V),Women,65+,Primary,Stockholm,0.002373
2025-W03,Left Party (V),Women,65+,Primary,Gothenburg,0.001698
2025-W03,Left Party (V),Women,65+,Primary,Malmö,0.001532
2025-W03,Left Party (V),Women,65+,Secondary,Stockholm,0.002235
2025-W03,Left Party (V),Women,65+,Secondary,Gothenburg,0.002022
2025-W03,Left Party (V),Women,65+,Secondary,Malmö,0.001435
2025-W03,Left Party (V),Women,65+,Tertiary,Stockholm,0.00217
2025-W03,Left Party (V),Women,65+,Tertiary,Gothenburg,0.001731
2025-W03,Left Party (V),Women,65+,Tertiary,Malmö,0.001365
2025-W03,Centre Party (C),Men,18-29,Primary,Stockholm,0.00154
2025-W03,Centre Party (C),Men,18-29,Primary,Gothenburg,0.001189
2025-W03,Centre Party (C),Men,18-29,Primary,Malmö,0.000991
2025-W03,Centre Party (C),Men,18-29,Secondary,Stockholm,0.001481
2025-W03,Centre Party (C),Men,18-29,Secondary,Gothenburg,0.001223
2025-W03,Centre Party (C),Men,18-29,Secondary,Malmö,0.000868
2025-W03,Centre Party (C),Men,18-29,Tertiary,Stockholm,0.001523
2025-W03,Centre Party (C),Men,18-29,Tertiary,Gothenburg,0.001138
2025-W03,Centre Party (C),Men,18-29,Tertiary,Malmö,0.000888
2025-W03,Centre Party (C),Men,30-49,Primary,Stockholm,0.001459
2025-W03,Centre Party (C),Men,30-49,Primary,Gothenburg,0.001096
2025-W03,Centre Party (C),Men,30-49,Primary,Malmö,0.001011
2025-W03,Centre Party (C),Men,30-49,Secondary,Stockholm,0.001356
2025-W03,Centre Party (C),Men,30-49,Secondary,Gothenburg,0.001132
2025-W03,Centre Party (C),Men,30-49,Secondary,Malmö,0.001031
2025-W03,Centre Party (C),Men,30-49,Tertiary,Stockholm,0.001391
2025-W03,Centre Party (C),Men,30-49,Tertiary,Gothenburg,0.001115
2025-W03,Centre Party (C),Men,30-49,Tertiary,Malmö,0.001037
2025-W03,Centre Party (C),Men,50-64,Primary,Stockholm,0.001297
2025-W03,Centre Party (C),Men,50-64,Primary,Gothenburg,0.001286
2025-W03,Centre Party (C),Men,50-64,Primary,Malmö,0.000892
2025-W03,Centre Party (C),Men,50-64,Secondary,Stockholm,0.001333
2025-W03,Centre Party (C),Men,50-64,Secondary,Gothenburg,0.00114
2025-W03,Centre Party (C),Men,50-64,Secondary,Malmö,0.000898
2025-W03,Centre Party (C),Men,50-64,Tertiary,Stockholm,0.001486
2025-W03,Centre Party (C),Men,50-64,Tertiary,Gothenburg,0.001086
2025-W03,Centre Party (C),Men,50-64,Tertiary,Malmö,0.000867
2025-W03,Centre Party (C),Men,65+,Primary,Stockholm,0.001524
2025-W03,Centre Party (C),Men,65+,Primary,Gothenburg,0.001137
2025-W03,Centre Party (C),Men,65+,Primary,Malmö,0.000926
2025-W03,Centre Party (C),Men,65+,Secondary,Stockholm,0.001346
2025-W03,Centre Party (C),Men,65+,Secondary,Gothenburg,0.001093
2025-W03,Centre Party (C),Men,65+,Secondary,Malmö,0.001006
2025-W03,Centre Party (C),Men,65+,Tertiary,Stockholm,0.001448
2025-W03,Centre Party (C),Men,65+,Tertiary,Gothenburg,0.001259
2025-W03,Centre Party (C),Men,65+,Tertiary,Malmö,0.000955
2025-W03,Centre Party (C),Women,18-29,Primary,Stockholm,0.00152
2025-W03,Centre Party (C),Women,18-29,Primary,Gothenburg,0.001203
2025-W03,Centre Party (C),Women,18-29,Primary,Malmö,0.000885
2025-W03,Centre Party (C),Women,18-29,Secondary,Stockholm,0.001441
2025-W03,Centre Party (C),Women,18-29,Secondary,Gothenburg,0.001307
2025-W03,Centre Party (C),Women,18-29,Secondary,Malmö,0.000872
2025-W03,Centre Party (C),Women,18-29,Tertiary,Stockholm,0.001522
2025-W03,Centre Party (C),Women,18-29,Tertiary,Gothenburg,0.001288
2025-W03,Centre Party (C),Women,18-29,Tertiary,Malmö,0.000964
2025-W03,Centre Party (C),Women,30-49,Primary,Stockholm,0.001428
2025-W03,Centre Party (C),Women,30-49,Primary,Gothenburg,0.001311
2025-W03,Centre Party (C),Women,30-49,Primary,Malmö,0.000876
2025-W03,Centre Party (C),Women,30-49,Secondary,Stockholm,0.001434
2025-W03,Centre Party (C),Women,30-49,Secondary,Gothenburg,0.001176
2025-W03,Centre Party (C),Women,30-49,Secondary,Malmö,0.000996
2025-W03,Centre Party (C),Women,30-49,Tertiary,Stockholm,0.001437
2025-W03,Centre Party (C),Women,30-49,Tertiary,Gothenburg,0.001298
2025-W03,Centre Party (C),Women,30-49,Tertiary,Malmö,0.000878
2025-W03,Centre Party (C),Women,50-64,Primary,Stockholm,0.001319
2025-W03,Centre Party (C),Women,50-64,Primary,Gothenburg,0.001226
2025-W03,Centre Party (C),Women,50-64,Primary,Malmö,0.000877
2025-W03,Centre Party (C),Women,50-64,Secondary,Stockholm,0.001375
2025-W03,Centre Party (C),Women,50-64,Secondary,Gothenburg,0.001232
2025-W03,Centre Party (C),Women,50-64,Secondary,Malmö,0.000969
2025-W03,Centre Party (C),Women,50-64,Tertiary,Stockholm,0.00139
2025-W03,Centre Party (C),Women,50-64,Tertiary,Gothenburg,0.001319
2025-W03,Centre Party (C),Women,50-64,Tertiary,Malmö,0.000966
2025-W03,Centre Party (C),Women,65+,Primary,Stockholm,0.001427
2025-W03,Centre Party (C),Women,65+,Primary,Gothenburg,0.001225
2025-W03,Centre Party (C),Women,65+,Primary,Malmö,0.000883
2025-W03,Centre Party (C),Women,65+,Secondary,Stockholm,0.001498
2025-W03,Centre Party (C),Women,65+,Secondary,Gothenburg,0.001285
2025-W03,Centre Party (C),Women,65+,Secondary,Malmö,0.000989
2025-W03,Centre Party (C),Women,65+,Tertiary,Stockholm,0.001517
2025-W03,Centre Party (C),Women,65+,Tertiary,Gothenburg,0.001253
2025-W03,Centre Party (C),Women,65+,Tertiary,Malmö,0.000905
2025-W04,Social Democrats (S),Men,18-29,Primary,Stockholm,0.004774
2025-W04,Social Democrats (S),Men,18-29,Primary,Gothenburg,0.003799
2025-W04,Social Democrats (S),Men,18-29,Primary,Malmö,0.00311
2025-W04,Social Democrats (S),Men,18-29,Secondary,Stockholm,0.003674
2025-W04,Social Democrats (S),Men,18-29,Secondary,Gothenburg,0.003038
2025-W04,Social Democrats (S),Men,18-29,Secondary,Malmö,0.002272
2025-W04,Social Democrats (S),Men,18-29,Tertiary,Stockholm,0.003654
2025-W04,Social Democrats (S),Men,18-29,Tertiary,Gothenburg,0.003192
2025-W04,Social Democrats (S),Men,18-29,Tertiary,Malmö,0.00241
2025-W04,Social Democrats (S),Men,30-49,Primary,Stockholm,0.004486
2025-W04,Social Democrats (S),Men,30-49,Primary,Gothenburg,0.004357
2025-W04,Social Democrats (S),Men,30-49,Primary,Malmö,0.002935
2025-W04,Social Democrats (S),Men,30-49,Secondary,Stockholm,0.003954
2025-W04,Social Democrats (S),Men,30-49,Secondary,Gothenburg,0.002839
2025-W04,Social Democrats (S),Men,30-49,Secondary,Malmö,0.002273
2025-W04,Social Democrats (S),Men,30-49,Tertiary,Stockholm,0.003885
2025-W04,Social Democrats (S),Men,30-49,Tertiary,Gothenburg,0.003283
2025-W04,Social Democrats (S),Men,30-49,Tertiary,Malmö,0.0025
2025-W04,Social Democrats (S),Men,50-64,Primary,Stockholm,0.004904
2025-W04,Social Democrats (S),Men,50-64,Primary,Gothenburg,0.004066
2025-W04,Social Democrats (S),Men,50-64,Primary,Malmö,0.003104
2025-W04,Social Democrats (S),Men,50-64,Secondary,Stockholm,0.003428
2025-W04,Social Democrats (S),Men,50-64,Secondary,Gothenburg,0.003
2025-W04,Social Democrats (S),Men,50-64,Secondary,Malmö,0.002554
2025-W04,Social Democrats (S),Men,50-64,Tertiary,Stockholm,0.003894
2025-W04,Social Democrats (S),Men,50-64,Tertiary,Gothenburg,0.003317
2025-W04,Social Democrats (S),Men,50-64,Tertiary,Malmö,0.002581
2025-W04,Social Democrats (S),Men,65+,Primary,Stockholm,0.005272
2025-W04,Social Democrats (S),Men,65+,Primary,Gothenburg,0.004098
2025-W04,Social Democrats (S),Men,65+,Primary,Malmö,0.003118
2025-W04,Social Democrats (S),Men,65+,Secondary,Stockholm,0.003766
2025-W04,Social Democrats (S),Men,65+,Secondary,Gothenburg,0.002912
2025-W04,Social Democrats (S),Men,65+,Secondary,Malmö,0.002549
2025-W04,Social Democrats (S),Men,65+,Tertiary,Stockholm,0.003503
2025-W04,Social Democrats (S),Men,65+,Tertiary,Gothenburg,0.002848
2025-W04,Social Democrats (S),Men,65+,Tertiary,Malmö,0.002643
2025-W04,Social Democrats (S),Women,18-29,Primary,Stockholm,0.004693
2025-W04,Social Democrats (S),Women,18-29,Primary,Gothenburg,0.004228
2025-W04,Social Democrats (S),Women,18-29,Primary,Malmö,0.003261
2025-W04,Social Democrats (S),Women,18-29,Secondary,Stockholm,0.003936
2025-W04,Social Democrats (S),Women,18-29,Secondary,Gothenburg,0.003303
2025-W04,Social Democrats (S),Women,18-29,Secondary,Malmö,0.002707
2025-W04,Social Democrats (S),Women,18-29,Tertiary,Stockholm,0.003944
