respondent_id,age_group,constituency_code,turnout_2022,gender,education_level,area_type,swedish_or_foreign_background,marital_status,home_class_identity,language_spoken_at_home,household_income,past_vote,vote_in_2018,interest_in_politics,social_media_news_frequency,understands_political_issues,trust_parliament,government_job_past_4_years,government_covid_handling,satisfied_with_democracy,trust_in_election_administration,party_attachment,party_attachment_strength,eu_attitude,nato_attitude,women_in_parliament_pct_opinion,fairness_of_society,political_system_healthcare,current_economic_situation,economic_situation_change,employment_sector,employment_type,hours_per_week,democracy_preferable,courts_stop_government,strong_leader_bends_rules,women_representation_gone_too_far,business_leaders_better,independent_experts_better,citizens_referendums_better,policy_lower_taxes,policy_reduce_income_differences,policy_private_healthcare,policy_harsher_prison_sentences,policy_fewer_refugees,policy_no_profit_welfare,policy_reduce_defense,policy_nato_membership,policy_euro,policy_raise_fuel_taxes,policy_abolish_rut,policy_abolish_nuclear,policy_school_grades_conduct,policy_redistribute_municipalities,policy_visitation_zones,policy_remove_sick_day,trust_government,trust_judiciary,trust_scientists,trust_political_parties,trust_traditional_media,trust_social_media,trust_election_authority,democracy_scale_sweden,vote_makes_difference,self_leftright_placement,election_fairness,like_centre_party,like_moderate_party,like_left_party,like_liberals,like_social_democrats,like_green_party,like_christian_democrats,like_sweden_democrats,leftright_liberals,leftright_social_democrats,leftright_moderate_party,leftright_left_party,leftright_centre_party,leftright_green_party,leftright_christian_democrats,leftright_sweden_democrats,aim_environmental_society,aim_multicultural_society,aim_hbtq_rights,aim_gender_power_reallocation,aim_civic_organizations,days_news_svt,days_news_tv4,days_news_radio,days_newspapers,days_online_news,days_social_media,better_economic_crisis_leader,better_health_crisis_leader,municipality_code,municipality_name
3815,23-30,4.0,Did not vote,Women,Upper secondary school,,Swedish background,,,,,Did not vote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0461,Gnesta
1560,41-50,4.0,Voted,Men,"Tertiary education, 2 years or longer",Larger town,Swedish background,Cohabitant,Högre tjänstemannahem,Swedish,600 001 – 700 000,Green Party (MP),Green Party (MP),Very interested,Flera gånger om dagen,Strongly agree,Trust a lot,,Bra,Very satisfied,Mycket stort förtroende,Yes,Ganska nära,Fairly positive,Neither positive nor negative,Andelen kvinnor i riksdagen är för låg,Not very fairly,Very well,Very good,Somewhat deteriorated,Ideell organisation/stiftelse,Tillsvidare-/fast anställning,Full time,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Neither good nor bad proposal,Neither good nor bad proposal,Fairly bad proposal,Very bad proposal,Very bad proposal,Fairly good proposal,Fairly good proposal,Very bad proposal,Very bad proposal,Very good proposal,Very good proposal,Very good proposal,Very bad proposal,Fairly good proposal,Very bad proposal,Very bad proposal,Inget förtroende alls,Trust a lot,Trust a lot,Inte särskilt stort förtroende,Trust a lot,Inte särskilt stort förtroende,Trust a lot,,,7.0,,3.0,-4.0,1.0,-4.0,2.0,,,,,2.0,,1.0,9.0,5.0,,,,,,,,,,,,,,,,0461,Gnesta
2785,31-40,4.0,Voted,Women,"Tertiary education, 2 years or longer",Small town,Swedish background,Gift/i registrerat partnerskap,White-collar middle-class home,Swedish,1 000 001 – 1 100 000,Social Democrats (S),Centre Party (C),Somewhat interested,Jag använder inte sociala medier för att följa partier och kandidater dagligen,Somewhat agree,Trust somewhat,Very good job,Very good job,Fairly satisfied,Mycket stort förtroende,No,Ganska nära,Fairly positive,Neither positive nor negative,Andelen kvinnor i riksdagen är för låg,Not very fairly,Quite well,Fairly bad,Somewhat deteriorated,Privat,Tillsvidare-/fast anställning,Full time,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Neither agree nor disagree,Neither good nor bad proposal,Fairly good proposal,Neither good nor bad proposal,Fairly good proposal,Fairly bad proposal,Very good proposal,Neither good nor bad proposal,Fairly good proposal,Neither good nor bad proposal,Neither good nor bad proposal,Fairly bad proposal,Fairly good proposal,Neither good nor bad proposal,Fairly good proposal,Neither good nor bad proposal,Very bad proposal,Trust somewhat,Trust somewhat,Trust somewhat,Trust somewhat,Trust a lot,Inget förtroende alls,Trust a lot,,,4.0,,,-1.0,-1.0,0.0,,2.0,-3.0,,7.0,3.0,8.0,,5.0,3.0,8.0,,8.0,,,7.0,8.0,,,,,,,,,0461,Gnesta
6264,41-50,4.0,Voted,Men,Upper secondary school,,Foreign background,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0480,Nyköping
2489,18-22,4.0,Voted,Women,"Tertiary education, shorter than 2 years",,Swedish background,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0480,Nyköping
6453,71-104,4.0,Voted,Men,Upper secondary school,Small town,Swedish background,Ensamstående/singel,,Swedish,300 001 – 400 000,Centre Party (C),,Somewhat interested,Jag använder inte sociala medier för att följa partier och kandidater dagligen,Somewhat agree,Trust a lot,Bra,Bra,Fairly satisfied,Mycket stort förtroende,No,Inte särskilt nära,Fairly positive,Fairly positive,Andelen kvinnor i riksdagen är för låg,Not very fairly,Very well,Fairly good,Somewhat deteriorated,Privat,Jag är egen företagare,Full time,Strongly agree,Strongly agree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Fairly bad proposal,Fairly good proposal,Fairly bad proposal,Fairly bad proposal,Very good proposal,Very good proposal,Fairly bad proposal,Very good proposal,Very good proposal,Fairly bad proposal,Fairly bad proposal,Fairly good proposal,Very good proposal,Very bad proposal,Fairly good proposal,Very bad proposal,Trust a lot,Trust a lot,Trust a lot,Inte särskilt stort förtroende,Inte särskilt stort förtroende,Inte särskilt stort förtroende,Trust somewhat,,,9.0,,1.0,,,1.0,,,,,4.0,,7.0,,,4.0,7.0,,9.0,8.0,9.0,,,,,,,,,,,0480,Nyköping
4076,23-30,4.0,,Men,"Primary school, 9/10 years",,Swedish background,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0480,Nyköping
4621,71-104,4.0,Voted,Women,"Tertiary education, 2 years or longer",Ren landsbygd,Swedish background,Widow/widower,White-collar middle-class home,Swedish,400 001 – 500 000,Green Party (MP),Green Party (MP),Very interested,Jag använder inte sociala medier för att följa partier och kandidater dagligen,Somewhat agree,Trust somewhat,Bra,Bra,Fairly satisfied,Mycket stort förtroende,Yes,Ganska nära,Neither positive nor negative,Fairly negative,Andelen kvinnor i riksdagen är för låg,Not very fairly,Not very well,Fairly bad,Somewhat deteriorated,Privat,,Full time,Strongly agree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Fairly bad proposal,Very good proposal,Very bad proposal,Neither good nor bad proposal,Fairly bad proposal,Very good proposal,Fairly good proposal,Fairly bad proposal,Fairly bad proposal,Neither good nor bad proposal,Very bad proposal,Fairly good proposal,Fairly good proposal,Very good proposal,Neither good nor bad proposal,Neither good nor bad proposal,Trust somewhat,Trust somewhat,Trust somewhat,Inte särskilt stort förtroende,Trust a lot,Inget förtroende alls,Trust a lot,9.0,4.0,3.0,,3.0,-4.0,3.0,1.0,4.0,,-3.0,,7.0,4.0,,1.0,6.0,5.0,,,7.0,,4.0,7.0,,,,,,,,,,0480,Nyköping
4021,31-40,4.0,Voted,Men,"Tertiary education, shorter than 2 years",,Swedish background,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0480,Nyköping
1731,51-60,4.0,Did not vote,Women,Upper secondary school,,Foreign background,,,,,Did not vote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0480,Nyköping
2925,51-60,4.0,Voted,Men,Upper secondary school,,Swedish background,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0480,Nyköping
4944,61-70,4.0,Voted,Men,Upper secondary school,Stad: centralt,Swedish background,Ensamstående/singel,Working-class home,Swedish,500 001 – 600 000,Sweden Democrats (SD),Sweden Democrats (SD),Not very interested,Jag använder inte sociala medier för att följa partier och kandidater dagligen,Somewhat agree,Inte särskilt stort förtroende,Dåligt,Dåligt,Fairly satisfied,Varken stort eller litet förtroende,No,Ej svar - del av frågan (filter f32),Neither positive nor negative,Neither positive nor negative,Andelen kvinnor i riksdagen är bra som den är,Not very fairly,Very well,Fairly bad,Somewhat deteriorated,Statlig,Tillsvidare-/fast anställning,Full time,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Fairly good proposal,Neither good nor bad proposal,Fairly good proposal,Fairly bad proposal,Fairly bad proposal,Very good proposal,Fairly bad proposal,Neither good nor bad proposal,Very bad proposal,Very bad proposal,Very bad proposal,Very bad proposal,Fairly good proposal,Fairly good proposal,Fairly good proposal,Neither good nor bad proposal,Inte särskilt stort förtroende,Inte särskilt stort förtroende,Trust somewhat,Inte särskilt stort förtroende,Inte särskilt stort förtroende,Inte särskilt stort förtroende,Inte särskilt stort förtroende,6.0,3.0,5.0,3.0,0.0,3.0,-3.0,-2.0,-2.0,-4.0,2.0,,5.0,7.0,8.0,,3.0,,4.0,7.0,,,,,8.0,,,,,,,,,0480,Nyköping
3529,71-104,4.0,Did not vote,Women,"Primary school, shorter than 9 years",Stad: centralt,Swedish background,Widow/widower,,Swedish,100 001 – 200 000,Did not vote,,Not very interested,Jag använder inte sociala medier för att följa partier och kandidater dagligen,Strongly disagree,Inte särskilt stort förtroende,Bra,Dåligt,Not very satisfied,Ingen uppfattning,No,Inte särskilt nära,Neither positive nor negative,Neither positive nor negative,Andelen kvinnor i riksdagen är bra som den är,Not very fairly,Quite well,Neither good nor bad,Somewhat deteriorated,Privat,Tillsvidare-/fast anställning,"Deltid, minst 15 timmar",Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,,Somewhat agree,,Very good proposal,Very good proposal,Fairly good proposal,Very good proposal,Very good proposal,Very bad proposal,Very good proposal,Very good proposal,Very bad proposal,Very bad proposal,Fairly good proposal,Very good proposal,Very good proposal,Very good proposal,Very good proposal,Very good proposal,Inte särskilt stort förtroende,Inte särskilt stort förtroende,Trust somewhat,Inte särskilt stort förtroende,Trust somewhat,Inget förtroende alls,Inte särskilt stort förtroende,7.0,3.0,,4.0,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,0480,Nyköping
2914,71-104,4.0,Voted,Women,"Primary school, shorter than 9 years",Stad: centralt,Swedish background,Widow/widower,Working-class home,Swedish,"100,000 or less",Sweden Democrats (SD),Sweden Democrats (SD),Somewhat interested,Jag använder inte sociala medier för att följa partier och kandidater dagligen,Somewhat agree,Trust a lot,Dåligt,Bra,Fairly satisfied,Ganska stort förtroende,No,Inte särskilt nära,Neither positive nor negative,Neither positive nor negative,Andelen kvinnor i riksdagen är för låg,Not very fairly,Not very well,Neither good nor bad,Somewhat deteriorated,,Jag är egen företagare,Full time,Strongly agree,,,,Strongly disagree,Strongly disagree,Strongly disagree,Fairly good proposal,Very good proposal,Neither good nor bad proposal,Very good proposal,Fairly good proposal,Neither good nor bad proposal,Neither good nor bad proposal,Neither good nor bad proposal,Very bad proposal,Very bad proposal,Very bad proposal,Very bad proposal,Very good proposal,Neither good nor bad proposal,Fairly good proposal,Fairly good proposal,Trust a lot,Trust a lot,Trust somewhat,Inte särskilt stort förtroende,Trust a lot,Inte särskilt stort förtroende,Trust a lot,9.0,2.0,7.0,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,3.0,8.0,,5.0,,5.0,9.0,,3.0,,,,,,,,,,,,0480,Nyköping
1311,41-50,4.0,Did not vote,Women,"Primary school, shorter than 9 years",,Foreign background,,,,,Did not vote,,Not at all interested,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0480,Nyköping
6044,71-104,4.0,Voted,Women,"Primary school, shorter than 9 years",Stad: ytterområde,Swedish background,Gift/i registrerat partnerskap,Working-class home,Swedish,300 001 – 400 000,Social Democrats (S),Social Democrats (S),Not very interested,Jag använder inte sociala medier för att följa partier och kandidater dagligen,Neither agree nor disagree,Trust somewhat,Bra,Bra,Fairly satisfied,Mycket stort förtroende,Yes,Mycket nära,Fairly positive,Very positive,Andelen kvinnor i riksdagen är för låg,Not at all fairly,Quite well,Fairly bad,Deteriorated a lot,Statlig,Tillsvidare-/fast anställning,"Deltid, minst 15 timmar",Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Fairly bad proposal,Very good proposal,Very bad proposal,Neither good nor bad proposal,Fairly bad proposal,Very good proposal,Fairly bad proposal,Very good proposal,Fairly bad proposal,Fairly bad proposal,Fairly good proposal,Very good proposal,Fairly good proposal,Very good proposal,Fairly good proposal,Fairly good proposal,Trust somewhat,Trust somewhat,Trust somewhat,Inte särskilt stort förtroende,Trust somewhat,Inte särskilt stort förtroende,Trust somewhat,9.0,,1.0,4.0,0.0,,2.0,-2.0,,2.0,,,9.0,2.0,,,7.0,3.0,9.0,,9.0,,,,8.0,,,,,,,,,0480,Nyköping
5649,71-104,4.0,Voted,Men,Postgraduate education,Larger town,Swedish background,Gift/i registrerat partnerskap,White-collar middle-class home,Swedish,100 001 – 200 000,Moderate Party (M),Moderate Party (M),Not very interested,Jag använder inte sociala medier för att följa partier och kandidater dagligen,Strongly agree,Trust a lot,,Bra,Fairly satisfied,Mycket stort förtroende,Yes,Ganska nära,Fairly positive,Very positive,Andelen kvinnor i riksdagen är för låg,Quite fairly,Quite well,Fairly good,Somewhat deteriorated,Statlig,Tillsvidare-/fast anställning,Full time,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,Fairly good proposal,Fairly good proposal,Fairly good proposal,Very good proposal,Fairly good proposal,Fairly bad proposal,Fairly bad proposal,Very good proposal,Very bad proposal,Neither good nor bad proposal,Neither good nor bad proposal,Very good proposal,Very good proposal,Neither good nor bad proposal,Very good proposal,Neither good nor bad proposal,Trust somewhat,Trust a lot,,Trust somewhat,Trust a lot,Inte särskilt stort förtroende,Trust a lot,,4.0,8.0,,0.0,4.0,,4.0,-1.0,,3.0,-3.0,8.0,3.0,,,5.0,1.0,9.0,5.0,7.0,7.0,7.0,7.0,7.0,,,,,,,,,0480,Nyköping
6848,71-104,4.0,Voted,Women,"Tertiary education, shorter than 2 years",Small town,Swedish background,Gift/i registrerat partnerskap,White-collar middle-class home,Swedish,600 001 – 700 000,Moderate Party (M),Christian Democrats (KD),Somewhat interested,Jag använder inte sociala medier för att följa partier och kandidater dagligen,Strongly agree,Trust a lot,Bra,Bra,Very satisfied,Mycket stort förtroende,Yes,Ganska nära,Neither positive nor negative,Neither positive nor negative,Andelen kvinnor i riksdagen är bra som den är,Quite fairly,Not very well,Neither good nor bad,Neither improved nor deteriorated,Privat,,Full time,Strongly agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Fairly good proposal,Fairly bad proposal,Very bad proposal,Very bad proposal,Fairly good proposal,Very good proposal,Fairly bad proposal,Very bad proposal,Neither good nor bad proposal,Fairly bad proposal,Fairly bad proposal,Very bad proposal,Very good proposal,Fairly good proposal,Very good proposal,Very bad proposal,Trust a lot,Trust a lot,Trust a lot,Trust a lot,Trust a lot,Trust a lot,Trust a lot,,3.0,7.0,,1.0,4.0,-2.0,2.0,2.0,-2.0,4.0,4.0,5.0,6.0,,,5.0,2.0,8.0,,,,,,,,,,,,,,,0480,Nyköping
5521,51-60,4.0,Voted,Men,"Tertiary education, 2 years or longer",Larger town,Swedish background,Gift/i registrerat partnerskap,White-collar middle-class home,Swedish,900 001 – 1 000 000,Social Democrats (S),Green Party (MP),Somewhat interested,Jag använder inte sociala medier för att följa partier och kandidater dagligen,Somewhat agree,Trust somewhat,Bra,Bra,Fairly satisfied,Mycket stort förtroende,No,Inte särskilt nära,Fairly positive,Neither positive nor negative,Andelen kvinnor i riksdagen är bra som den är,Not very fairly,Quite well,Neither good nor bad,Somewhat deteriorated,Kommunal,Tillsvidare-/fast anställning,Full time,Strongly agree,Somewhat agree,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Fairly bad proposal,Fairly good proposal,Fairly bad proposal,Fairly bad proposal,Fairly bad proposal,Neither good nor bad proposal,Neither good nor bad proposal,Neither good nor bad proposal,Neither good nor bad proposal,Fairly bad proposal,Neither good nor bad proposal,Fairly good proposal,Very bad proposal,Fairly good proposal,Fairly bad proposal,Neither good nor bad proposal,Trust somewhat,Trust somewhat,Trust somewhat,Inte särskilt stort förtroende,Trust somewhat,Inte särskilt stort förtroende,Trust a lot,9.0,,3.0,,2.0,-3.0,-1.0,-1.0,4.0,4.0,-4.0,,7.0,3.0,8.0,1.0,5.0,2.0,8.0,6.0,7.0,,,8.0,,,,,,,,,,0480,Nyköping
1977,71-104,4.0,Voted,Men,"Primary school, shorter than 9 years",Stad: centralt,Foreign background,Widow/widower,Working-class home,Swedish,200 001 – 300 000,Moderate Party (M),Moderate Party (M),Not very interested,Jag använder inte sociala medier för att följa partier och kandidater dagligen,Strongly agree,Trust a lot,Bra,Bra,Fairly satisfied,Mycket stort förtroende,Yes,Ganska nära,Very positive,Very positive,Andelen kvinnor i riksdagen är bra som den är,Quite fairly,Quite well,Neither good nor bad,Neither improved nor deteriorated,Privat,Jag är egen företagare,Full time,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,,,Strongly agree,Fairly good proposal,Fairly good proposal,Very bad proposal,Very good proposal,Neither good nor bad proposal,Very good proposal,Very bad proposal,Very good proposal,Very good proposal,Very bad proposal,Very bad proposal,Very bad proposal,Very good proposal,Neither good nor bad proposal,Very good proposal,Fairly bad proposal,Trust a lot,Trust somewhat,Trust somewhat,Trust somewhat,Trust somewhat,Inget förtroende alls,Trust somewhat,,4.0,9.0,,3.0,,,4.0,2.0,,4.0,,9.0,5.0,,,8.0,1.0,9.0,7.0,,,,,,,,,,,,,,0480,Nyköping
3908,41-50,4.0,Voted,Women,Upper secondary school,Larger town,Swedish background,Ensamstående/singel,Working-class home,Swedish,"100,000 or less",Social Democrats (S),Social Democrats (S),Not very interested,Jag använder inte sociala medier för att följa partier och kandidater dagligen,Neither agree nor disagree,Trust somewhat,Dåligt,Dåligt,Fairly satisfied,Mycket stort förtroende,No,Inte särskilt nära,Ingen uppfattning,Ingen uppfattning,Andelen kvinnor i riksdagen är för låg,Not very fairly,Quite well,Neither good nor bad,Deteriorated a lot,Regional,Tillsvidare-/fast anställning,Full time,Strongly agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither good nor bad proposal,Fairly good proposal,Very bad proposal,Fairly good proposal,Fairly good proposal,Very good proposal,Neither good nor bad proposal,Neither good nor bad proposal,Neither good nor bad proposal,Neither good nor bad proposal,Very bad proposal,Neither good nor bad proposal,Fairly good proposal,Neither good nor bad proposal,Fairly good proposal,Very good proposal,Trust somewhat,Inte särskilt stort förtroende,Trust a lot,Inte särskilt stort förtroende,Trust somewhat,Inte särskilt stort förtroende,Trust a lot,7.0,,3.0,,0.0,0.0,0.0,0.0,,-3.0,-3.0,,5.0,3.0,,,5.0,2.0,8.0,,3.0,4.0,,7.0,6.0,,,,,,,,,0480,Nyköping
4582,71-104,4.0,Voted,Women,Upper secondary school,Stad: ytterområde,Swedish background,Cohabitant,White-collar middle-class home,Swedish,400 001 – 500 000,,,Somewhat interested,En gång om dagen,Somewhat agree,Inte särskilt stort förtroende,Dåligt,Bra,Not very satisfied,Ganska litet förtroende,No,Ej svar - del av frågan (filter f32),Neither positive nor negative,Neither positive nor negative,Andelen kvinnor i riksdagen är för låg,Not very fairly,Not very well,Neither good nor bad,Deteriorated a lot,,Tillsvidare-/fast anställning,Full time,Neither agree nor disagree,Strongly agree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Very good proposal,Very good proposal,Very bad proposal,Very good proposal,Fairly good proposal,Very bad proposal,Neither good nor bad proposal,Fairly good proposal,Very bad proposal,Very bad proposal,Very good proposal,Very bad proposal,Very good proposal,Very good proposal,Very good proposal,Very bad proposal,Inte särskilt stort förtroende,Trust somewhat,Trust somewhat,Inget förtroende alls,Trust somewhat,Inte särskilt stort förtroende,Trust somewhat,6.0,3.0,,3.0,,,,,,,,,,,,,,,,,2.0,,,8.0,8.0,,,,,,,,,0480,Nyköping
2412,71-104,4.0,Voted,Men,Upper secondary school,Stad: ytterområde,Swedish background,Gift/i registrerat partnerskap,Working-class home,Swedish,400 001 – 500 000,Social Democrats (S),Social Democrats (S),Somewhat interested,Jag använder inte sociala medier för att följa partier och kandidater dagligen,Somewhat agree,Trust somewhat,Bra,Bra,Fairly satisfied,Ganska stort förtroende,Yes,Ganska nära,Neither positive nor negative,Very positive,Andelen kvinnor i riksdagen är bra som den är,Not very fairly,Quite well,Neither good nor bad,Somewhat deteriorated,Privat,Tillsvidare-/fast anställning,Full time,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Fairly good proposal,Neither good nor bad proposal,Neither good nor bad proposal,Very good proposal,Very good proposal,Neither good nor bad proposal,Fairly good proposal,Very good proposal,Fairly bad proposal,Very bad proposal,Very bad proposal,Neither good nor bad proposal,Very good proposal,Neither good nor bad proposal,Fairly good proposal,Very good proposal,Trust somewhat,Trust somewhat,Inte särskilt stort förtroende,Trust somewhat,Inte särskilt stort förtroende,Inte särskilt stort förtroende,Trust somewhat,9.0,4.0,4.0,4.0,-3.0,-4.0,-1.0,-1.0,,,-4.0,4.0,5.0,3.0,4.0,1.0,3.0,1.0,7.0,9.0,4.0,2.0,8.0,,4.0,,,,,,,,,0480,Nyköping
3611,61-70,4.0,Voted,Men,Upper secondary school,Stad: ytterområde,Swedish background,Ensamstående/singel,White-collar middle-class home,Swedish,300 001 – 400 000,Social Democrats (S),Social Democrats (S),Not very interested,Jag använder inte sociala medier för att följa partier och kandidater dagligen,Somewhat agree,Trust a lot,Bra,Bra,Fairly satisfied,Mycket stort förtroende,No,Ganska nära,Fairly positive,Neither positive nor negative,Andelen kvinnor i riksdagen är bra som den är,Quite fairly,Quite well,Fairly good,Somewhat deteriorated,Privat,Jag är egen företagare,Full time,Strongly agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Somewhat disagree,Somewhat agree,Fairly bad proposal,Fairly good proposal,Very bad proposal,Fairly good proposal,Very good proposal,Very good proposal,Fairly bad proposal,Fairly bad proposal,Very bad proposal,Very bad proposal,Fairly good proposal,Fairly bad proposal,Neither good nor bad proposal,Fairly good proposal,Neither good nor bad proposal,Fairly bad proposal,Trust somewhat,Trust a lot,Trust somewhat,Trust somewhat,Trust a lot,Inte särskilt stort förtroende,Trust a lot,8.0,4.0,3.0,,3.0,2.0,0.0,0.0,4.0,0.0,0.0,-4.0,4.0,2.0,8.0,1.0,5.0,3.0,8.0,,,2.0,7.0,,1.0,,,,,,,,,0480,Nyköping
5799,51-60,4.0,Did not vote,Men,Upper secondary school,,Swedish background,,,,,Did not vote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0481,Oxelösund
3924,41-50,4.0,,Men,Upper secondary school,Stad: ytterområde,Swedish background,Gift/i registrerat partnerskap,Working-class home,Swedish,1 000 001 – 1 100 000,Moderate Party (M),Moderate Party (M),Somewhat interested,Jag använder inte sociala medier för att följa partier och kandidater dagligen,Somewhat agree,Trust somewhat,Dåligt,Bra,Fairly satisfied,Mycket stort förtroende,Yes,Ganska nära,Fairly positive,Fairly positive,Andelen kvinnor i riksdagen är bra som den är,Quite fairly,Very well,Fairly good,Somewhat improved,Privat,Tillsvidare-/fast anställning,Full time,Strongly agree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Very bad proposal,Fairly bad proposal,Very bad proposal,Very good proposal,Very good proposal,Very good proposal,Neither good nor bad proposal,Fairly good proposal,Fairly good proposal,Very bad proposal,Fairly good proposal,Very bad proposal,Fairly good proposal,Fairly good proposal,Very bad proposal,Very bad proposal,Trust somewhat,Trust somewhat,Trust a lot,Inte särskilt stort förtroende,Inte särskilt stort förtroende,Inte särskilt stort förtroende,Trust somewhat,7.0,4.0,7.0,,0.0,4.0,2.0,3.0,2.0,-4.0,3.0,4.0,7.0,1.0,,,,,,,7.0,7.0,7.0,,7.0,,,,,,,,,0481,Oxelösund
3844,71-104,4.0,,Women,Upper secondary school,Stad: ytterområde,Swedish background,Widow/widower,White-collar middle-class home,Swedish,100 001 – 200 000,Social Democrats (S),Social Democrats (S),Somewhat interested,Jag använder inte sociala medier för att följa partier och kandidater dagligen,Somewhat agree,Trust somewhat,Bra,Bra,Fairly satisfied,Mycket stort förtroende,Yes,Ganska nära,Fairly positive,Fairly positive,Andelen kvinnor i riksdagen är för låg,Not very fairly,Quite well,Fairly good,Somewhat deteriorated,Privat,Tillsvidare-/fast anställning,"Deltid, minst 15 timmar",Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Fairly bad proposal,Fairly good proposal,Fairly good proposal,Very good proposal,Fairly good proposal,Fairly good proposal,Fairly bad proposal,Very good proposal,Fairly bad proposal,Fairly bad proposal,Fairly bad proposal,Very bad proposal,Fairly good proposal,Neither good nor bad proposal,Fairly bad proposal,Fairly bad proposal,Trust somewhat,Trust somewhat,Inte särskilt stort förtroende,Trust somewhat,Inte särskilt stort förtroende,Inget förtroende alls,Trust somewhat,8.0,4.0,3.0,4.0,,3.0,1.0,2.0,4.0,-3.0,2.0,,8.0,3.0,8.0,2.0,8.0,2.0,8.0,,7.0,2.0,8.0,,8.0,,,,,,,,,0481,Oxelösund
4598,71-104,4.0,Did not vote,Men,Upper secondary school,,Swedish background,,,,,Did not vote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0481,Oxelösund
