index,cell_id,age_group,gender,municipality,education_level,past_vote,prob,expected_N,party,expected_N_raked,prob_raked,vote_2026
1171,19469,51-60,Men,Gävle,Upper secondary school,Sweden Democrats (SD),0.1692304243595312,550.3881091445036,Sweden Democrats (SD),947.441708305412,0.2913143646974178,Sweden Democrats (SD)
1172,2520,61-70,Women,Tierp,"Tertiary education, shorter than 2 years",Social Democrats (S),0.3429669246038704,60.94522250210777,Social Democrats (S),68.52108979276392,0.3855998300099264,Social Democrats (S)
1173,1949,61-70,Women,Norrtälje,"Tertiary education, shorter than 2 years",The Liberals (L),0.1090348773729791,79.64997792096125,The Liberals (L),59.15968896394439,0.0809852004982127,The Liberals (L)
1174,528,41-50,Men,Huddinge,"Tertiary education, 2 years or longer",Centre Party (C),0.0884342845061571,195.7758190397306,Centre Party (C),186.6633045282782,0.0843180524565354,Centre Party (C)
1175,5505,61-70,Men,Eksjö,"Primary school, 9/10 years",Sweden Democrats (SD),0.2570222346189901,43.28254430983793,Sweden Democrats (SD),63.24825456095852,0.3755834593881147,Sweden Democrats (SD)
1176,18535,71-104,Women,Mora,Upper secondary school,Social Democrats (S),0.3901935099490787,428.7836480830427,Social Democrats (S),462.0892389822637,0.4205016279754879,Social Democrats (S)
1177,9391,18-22,Men,Malmö,"Primary school, 9/10 years",Sweden Democrats (SD),0.053622333772418,373.4688302581373,Sweden Democrats (SD),815.054702519712,0.1170248539110544,Sweden Democrats (SD)
1178,22111,71-104,Women,Lycksele,Upper secondary school,Did not vote,0.2420604845811565,151.40883310551342,Did not vote,80.62656138208675,0.1288993787083721,Did not vote
1179,1519,41-50,Women,Nacka,Upper secondary school,Social Democrats (S),0.2192857502199693,360.4619162115856,Social Democrats (S),409.1290965863083,0.2488922597556322,Social Democrats (S)
1180,15385,51-60,Men,Grums,"Tertiary education, 2 years or longer",Social Democrats (S),0.2610825210442564,11.096007144380897,Social Democrats (S),13.85752692603504,0.3260594570831774,Social Democrats (S)
1181,14870,71-104,Women,Kil,"Tertiary education, shorter than 2 years",Social Democrats (S),0.3304830555180111,44.51606757827609,Social Democrats (S),53.00909967515363,0.3935345187465005,Social Democrats (S)
1182,17494,71-104,Men,Västerås,"Tertiary education, shorter than 2 years",Social Democrats (S),0.261804065208194,343.7749180248795,Social Democrats (S),422.1465796998823,0.3214885231131538,Social Democrats (S)
1183,11864,51-60,Men,Lerum,Upper secondary school,Moderate Party (M),0.2924707979409078,398.1112501571637,Moderate Party (M),336.6970239677003,0.2473530884276376,Moderate Party (M)
1184,1354,41-50,Women,Stockholm,"Tertiary education, shorter than 2 years",Social Democrats (S),0.1496212330265155,1365.1142058873222,Social Democrats (S),2042.490532779288,0.2238640185864757,Social Democrats (S)
1185,536,41-50,Women,Huddinge,Upper secondary school,Sweden Democrats (SD),0.0625915035169677,134.56547341112903,Sweden Democrats (SD),259.9026249741738,0.1208905646654141,Sweden Democrats (SD)
1186,11377,31-40,Women,Sotenäs,Upper secondary school,Green Party (MP),0.0153739919489126,2.235378429371903,Green Party (MP),2.0527291329390964,0.0141178069665687,Green Party (MP)
1187,16027,51-60,Men,Säffle,"Tertiary education, shorter than 2 years",Centre Party (C),0.0902087587326165,10.942322434266387,Centre Party (C),12.594859116283484,0.103832309285107,Centre Party (C)
1188,9416,31-40,Men,Malmö,"Tertiary education, 2 years or longer",Christian Democrats (KD),0.0208683290960118,195.96613120900847,Christian Democrats (KD),122.1151543906351,0.0130039778491933,Christian Democrats (KD)
1189,1349,41-50,Men,Stockholm,Upper secondary school,Moderate Party (M),0.1612711362721757,2658.1998849470183,Moderate Party (M),2731.7071202538527,0.1657307690594955,Moderate Party (M)
1190,13304,51-60,Women,Göteborg,"Tertiary education, 2 years or longer",Moderate Party (M),0.1117469416496942,1218.5780493015857,Moderate Party (M),1349.7035588406145,0.1237715096875334,Moderate Party (M)
1191,7516,61-70,Men,Ronneby,Upper secondary school,Sweden Democrats (SD),0.3829138999974548,336.1601128077656,Sweden Democrats (SD),393.8831347705277,0.4486651495278821,Sweden Democrats (SD)
1192,1692,51-60,Women,Solna,"Primary school, shorter than 9 years",Social Democrats (S),0.1659200342952597,13.024722692177887,Social Democrats (S),18.105624899429053,0.2306449031774401,Social Democrats (S)
1193,1078,23-30,Men,Täby,"Tertiary education, shorter than 2 years",Did not vote,0.2770855338833919,110.52941946608505,Did not vote,69.80114140078956,0.1749840596660555,Did not vote
1194,10617,18-22,Men,Falkenberg,"Tertiary education, shorter than 2 years",Moderate Party (M),0.1965562878776898,14.073430212042592,Moderate Party (M),16.3230526300856,0.2279755953922569,Moderate Party (M)
1195,3087,61-70,Women,Oxelösund,"Primary school, 9/10 years",Sweden Democrats (SD),0.1546346936833597,12.571800596457146,Sweden Democrats (SD),17.16817211322271,0.2111706286989263,Sweden Democrats (SD)
1196,16082,31-40,Men,Lekeberg,Upper secondary school,The Liberals (L),0.021721912019455,7.8872262542641245,The Liberals (L),8.511302637724397,0.0234406572231462,The Liberals (L)
1197,4147,71-104,Men,Linköping,Upper secondary school,Social Democrats (S),0.4145994303966983,1627.2613043640013,Social Democrats (S),1551.70760190179,0.3953495890090932,Social Democrats (S)
1198,8455,31-40,Women,Svedala,"Tertiary education, shorter than 2 years",Moderate Party (M),0.1453775151828714,43.55510354878828,Moderate Party (M),64.22027939260113,0.2143534025120197,Moderate Party (M)
1199,240,71-104,Men,Österåker,Upper secondary school,Sweden Democrats (SD),0.1239444533079996,168.04388979498594,Sweden Democrats (SD),269.3179827202619,0.1986413797907227,Sweden Democrats (SD)
1200,1208,61-70,Men,Danderyd,"Tertiary education, shorter than 2 years",Other party,0.0030569614481894,0.7948099765292663,Other party,1.2877345014982973,0.0049528250057626,Other party
1201,6477,71-104,Men,Mörbylånga,"Primary school, shorter than 9 years",Social Democrats (S),0.3585791317588457,94.19873791304876,Social Democrats (S),96.1602274400322,0.3660457839361712,Social Democrats (S)
1202,9413,31-40,Men,Malmö,Postgraduate education,Did not vote,0.1,37.47,Did not vote,22.678972225531272,0.0605256798119329,Did not vote
1203,10848,71-104,Men,Kungsbacka,Postgraduate education,Sweden Democrats (SD),0.0830417141468344,13.187024206517313,Sweden Democrats (SD),21.70960893623713,0.136710383729453,Sweden Democrats (SD)
1204,3808,51-60,Women,Boxholm,Upper secondary school,Did not vote,0.1636681790970532,31.080587210530407,Did not vote,14.820322292632437,0.0780427714198653,Did not vote
1205,13320,71-104,Men,Göteborg,"Primary school, 9/10 years",Did not vote,0.5513626430052782,1522.0365760160705,Did not vote,1033.3670890431442,0.3743405502782626,Did not vote
1206,18257,41-50,Men,Orsa,Upper secondary school,Christian Democrats (KD),0.0855245954365976,16.164148537516947,Christian Democrats (KD),14.351678803731408,0.0759348084853513,Christian Democrats (KD)
1207,606,31-40,Women,Botkyrka,Upper secondary school,Did not vote,0.6236305804673468,1224.436281689589,Did not vote,853.3503594919448,0.4346288884037612,Did not vote
1208,1336,31-40,Men,Stockholm,"Tertiary education, shorter than 2 years",Did not vote,0.2833611648174984,4202.246074243502,Did not vote,3113.353773864148,0.2099361951358157,Did not vote
1209,22946,51-60,Men,Luleå,Upper secondary school,Moderate Party (M),0.1933160511172884,454.6406890176389,Moderate Party (M),419.2431949393505,0.1782648162851222,Moderate Party (M)
1210,1365,51-60,Women,Stockholm,"Tertiary education, 2 years or longer",Moderate Party (M),0.1392111898140992,3235.170603446796,Moderate Party (M),3077.4819033593126,0.1324257573747622,Moderate Party (M)
1211,9459,61-70,Women,Malmö,"Tertiary education, shorter than 2 years",Sweden Democrats (SD),0.0474959789396986,115.6004631413326,Sweden Democrats (SD),198.30950345949108,0.0814780818683968,Sweden Democrats (SD)
1212,11491,71-104,Men,,"Primary school, 9/10 years",Social Democrats (S),0.1,8.5,Social Democrats (S),8.5,0.1,Social Democrats (S)
1213,210,41-50,Women,Österåker,Upper secondary school,Social Democrats (S),0.2403922096894867,225.2475004790491,Social Democrats (S),230.6347877143816,0.2461417158104392,Social Democrats (S)
1214,4240,18-22,Men,Söderköping,Upper secondary school,Moderate Party (M),0.1955030973765635,55.3664771770428,Moderate Party (M),63.17730097904662,0.2230836898977635,Moderate Party (M)
1215,9588,31-40,Women,Landskrona,Upper secondary school,Sweden Democrats (SD),0.0878247203146107,92.4443006031592,Sweden Democrats (SD),219.0672127904841,0.2081200957538325,Sweden Democrats (SD)
1216,1317,18-22,Women,Stockholm,"Tertiary education, 2 years or longer",Did not vote,0.1,385.98,Did not vote,242.47686192999376,0.0628210948572448,Green Party (MP)
1217,542,51-60,Men,Huddinge,Upper secondary school,Moderate Party (M),0.1848200263233282,493.58036229908026,Moderate Party (M),594.9489595036861,0.2227772633504404,Moderate Party (M)
1218,1291,61-70,Men,Sollentuna,Upper secondary school,Social Democrats (S),0.2301215707031674,269.8175416494638,Social Democrats (S),230.3516199660882,0.1964619360051925,Social Democrats (S)
1219,6732,18-22,Women,Kalmar,"Primary school, 9/10 years",Social Democrats (S),0.0796604426598694,113.99409344627324,Social Democrats (S),167.14229242056436,0.1168010429214286,Social Democrats (S)
1220,1355,41-50,Women,Stockholm,Upper secondary school,Social Democrats (S),0.1818501015483228,2402.3125814939644,Social Democrats (S),3506.6892730688464,0.2654491365188674,Social Democrats (S)
1221,10367,71-104,Women,Hässleholm,"Primary school, shorter than 9 years",Social Democrats (S),0.2820326057563195,295.59837409319846,Social Democrats (S),330.5051716624504,0.3153374407618075,Social Democrats (S)
1222,13310,61-70,Men,Göteborg,"Tertiary education, 2 years or longer",Green Party (MP),0.1389801264630066,798.2740503782175,Green Party (MP),748.8638580291183,0.1303777739526303,Green Party (MP)
1223,16337,41-50,Women,Degerfors,Upper secondary school,Did not vote,0.2650634844698331,57.70432056908266,Did not vote,31.918281237183404,0.1466158991143013,Did not vote
1224,1687,51-60,Men,Solna,"Tertiary education, 2 years or longer",Moderate Party (M),0.1948897355202764,249.0885709684653,Moderate Party (M),278.5846391157444,0.2179677952552573,Moderate Party (M)
1225,1389,71-104,Women,Stockholm,"Tertiary education, 2 years or longer",The Liberals (L),0.0797736467637818,1376.677754296612,The Liberals (L),1092.913649740132,0.0633305122898792,The Liberals (L)
1226,1335,31-40,Men,Stockholm,"Tertiary education, 2 years or longer",Left Party (V),0.0328806798672613,1110.1142256104924,Left Party (V),2543.6229852721885,0.0753400426300708,Left Party (V)
1227,12677,71-104,Men,Bengtsfors,Upper secondary school,Social Democrats (S),0.4004144727495763,182.2686679956072,Social Democrats (S),186.6731871053838,0.4100904813387165,Social Democrats (S)
1228,13380,51-60,Men,Mölndal,"Tertiary education, 2 years or longer",Social Democrats (S),0.2416464417914472,316.09771050739204,Social Democrats (S),333.53149319334574,0.2549740028998897,Social Democrats (S)
1229,530,41-50,Men,Huddinge,Upper secondary school,Sweden Democrats (SD),0.0957763342314505,251.1159707214403,Sweden Democrats (SD),477.24080553951023,0.182020979266757,Sweden Democrats (SD)
1230,20527,61-70,Women,Bräcke,Upper secondary school,Left Party (V),0.0360443245363351,8.124390750489935,Left Party (V),7.864438528589494,0.0348910316263952,Left Party (V)
1231,791,51-60,Women,Haninge,"Tertiary education, 2 years or longer",Moderate Party (M),0.1186078356384498,140.98913422342534,Moderate Party (M),170.48409789392576,0.1434206258045981,Moderate Party (M)
1232,9912,31-40,Women,Ystad,"Tertiary education, 2 years or longer",Did not vote,0.1705151182501453,114.3133352748974,Did not vote,78.16616607962096,0.1165963097846374,Did not vote
1233,13412,71-104,Women,Mölndal,Upper secondary school,Social Democrats (S),0.3960863090757071,687.1701376154442,Social Democrats (S),732.2011830961548,0.4220422981705889,Social Democrats (S)
1234,18626,18-22,Women,Borlänge,"Tertiary education, shorter than 2 years",Centre Party (C),0.0848744876572482,19.835167765498905,Centre Party (C),17.942151548484937,0.0767742898951003,Centre Party (C)
1235,13494,71-104,Women,Kungälv,Upper secondary school,Moderate Party (M),0.1394368848176806,265.4320539389368,Moderate Party (M),312.1628782602341,0.163985542267406,Moderate Party (M)
1236,16446,71-104,Women,Hällefors,"Primary school, shorter than 9 years",Sweden Democrats (SD),0.0786972786740797,13.622498938483208,Sweden Democrats (SD),27.096952694639423,0.1565392992180209,Sweden Democrats (SD)
1237,4882,18-22,Men,Gislaved,Upper secondary school,Christian Democrats (KD),0.0523278117539604,35.420695776255855,Christian Democrats (KD),38.385767965669714,0.0567081813645586,Christian Democrats (KD)
1238,16599,61-70,Women,Örebro,Upper secondary school,Social Democrats (S),0.3493019768682628,1152.521872676833,Social Democrats (S),1176.832580921444,0.3566699745177888,Social Democrats (S)
1239,10038,71-104,Men,Trelleborg,Upper secondary school,Did not vote,0.1666646628853637,255.1302659449148,Did not vote,154.7762915267241,0.101108107869561,Did not vote
1240,8346,18-22,Men,Lomma,Upper secondary school,Moderate Party (M),0.2024540171677288,113.3337588104946,Moderate Party (M),166.1392662029375,0.2967832550963514,Moderate Party (M)
1241,13007,18-22,Men,Töreboda,"Primary school, 9/10 years",Social Democrats (S),0.0573074802121625,18.5733543367619,Social Democrats (S),27.588376005714725,0.0851230361176017,Social Democrats (S)
1242,9675,41-50,Men,Helsingborg,"Tertiary education, shorter than 2 years",Sweden Democrats (SD),0.1200812542311164,170.62345413699336,Sweden Democrats (SD),287.8502923509077,0.2025830757624799,Sweden Democrats (SD)
1243,13902,71-104,Women,Trollhättan,Upper secondary school,Social Democrats (S),0.4102502847052069,828.5004499621654,Social Democrats (S),992.357181882454,0.4913875622096825,Social Democrats (S)
1244,1310,18-22,Men,Stockholm,"Primary school, 9/10 years",Social Democrats (S),0.0284703100645287,508.2832926130381,Social Democrats (S),882.7664188523927,0.0494461140559562,Social Democrats (S)
1245,935,41-50,Men,Upplands-Bro,"Primary school, 9/10 years",Sweden Democrats (SD),0.0702438294417985,12.93891338317929,Sweden Democrats (SD),33.731659490182096,0.1831251872431167,Sweden Democrats (SD)
1246,2591,51-60,Women,Uppsala,Upper secondary school,Did not vote,0.1804722343953808,706.4766087641576,Did not vote,430.65831025252345,0.110013362860196,Did not vote
1247,1382,71-104,Men,Stockholm,"Primary school, shorter than 9 years",Did not vote,0.4044651063051637,1205.5891423638016,Did not vote,853.2655274745706,0.2862634708204685,Did not vote
1248,18645,31-40,Men,Borlänge,Upper secondary school,Social Democrats (S),0.108909458572222,195.34000489513747,Social Democrats (S),278.64090400847874,0.1553528679797495,Social Democrats (S)
1249,2044,71-104,Women,Sigtuna,Upper secondary school,Social Democrats (S),0.3165080380810696,352.0835415613819,Social Democrats (S),444.2033470925167,0.3993198014136251,Social Democrats (S)
1250,22259,61-70,Women,Arvidsjaur,"Tertiary education, shorter than 2 years",Social Democrats (S),0.3191264929214666,15.541460205275428,Social Democrats (S),22.52236008428897,0.4624714596363237,Social Democrats (S)
1251,4690,51-60,Men,Gnosjö,Upper secondary school,Left Party (V),0.0211884582697199,7.428673469363827,Left Party (V),4.161543970515584,0.0118697774401471,Left Party (V)
1252,1495,23-30,Women,Nacka,Upper secondary school,Did not vote,0.4579081846823179,269.34159423013944,Did not vote,191.84090871117303,0.3261491137558194,Did not vote
1253,15689,31-40,Women,Kristinehamn,Upper secondary school,Did not vote,0.3748398912938953,197.31571877710647,Did not vote,127.22475329910868,0.2416883611305256,Did not vote
1254,9457,61-70,Women,Malmö,"Primary school, shorter than 9 years",Christian Democrats (KD),0.1,105.01,Christian Democrats (KD),55.02446484031298,0.0523992618229816,Christian Democrats (KD)
1255,10119,71-104,Men,Kristianstad,"Tertiary education, shorter than 2 years",Christian Democrats (KD),0.0462164280164429,37.03784541237741,Christian Democrats (KD),33.476569432747915,0.041772609723918,Christian Democrats (KD)
1256,13634,61-70,Men,Uddevalla,"Primary school, 9/10 years",Moderate Party (M),0.0976627282681722,39.55340494860975,Moderate Party (M),44.24301651527015,0.1092420160870868,Moderate Party (M)
1257,2452,71-104,Women,Heby,Upper secondary school,Centre Party (C),0.0338835200283069,21.6244624820655,Centre Party (C),29.11620535625736,0.0456223838236561,Centre Party (C)
1258,23127,61-70,Women,Älvsbyn,"Tertiary education, shorter than 2 years",Did not vote,0.2586230329260974,74.25067275308258,Did not vote,16.4532963603281,0.057308590596754,Did not vote
1259,22190,71-104,Women,Skellefteå,"Primary school, shorter than 9 years",Social Democrats (S),0.3479009103411334,337.0464019384901,Social Democrats (S),486.410539710407,0.5020752887184218,Social Democrats (S)
1260,13253,18-22,Men,Göteborg,Upper secondary school,Sweden Democrats (SD),0.101368456989118,1215.8234099731812,Sweden Democrats (SD),2034.4376488955888,0.1696198671759939,Sweden Democrats (SD)
1261,1681,41-50,Women,Solna,"Tertiary education, 2 years or longer",Did not vote,0.1517383633545144,362.3967331995869,Did not vote,274.74672052831176,0.115038613460751,Social Democrats (S)
1262,13294,41-50,Women,Göteborg,Upper secondary school,Sweden Democrats (SD),0.0694016342146082,600.3935375905759,Sweden Democrats (SD),966.8655601499704,0.1117634447058109,Sweden Democrats (SD)
1263,1202,51-60,Women,Danderyd,"Tertiary education, shorter than 2 years",Social Democrats (S),0.1647605178685119,60.10463691843317,Social Democrats (S),35.63459797949399,0.0976825602508058,Social Democrats (S)
1264,524,31-40,Women,Huddinge,Upper secondary school,Social Democrats (S),0.1751572097623215,343.2555839712216,Social Democrats (S),375.4846078752608,0.1916031065342964,Social Democrats (S)
1265,2691,71-104,Men,Enköping,Upper secondary school,Social Democrats (S),0.3134608741874372,478.7801392338916,Social Democrats (S),557.6600452043658,0.3651041280636151,Social Democrats (S)
1266,8799,51-60,Men,Höör,Upper secondary school,Moderate Party (M),0.2113889667538714,115.75659819442,Moderate Party (M),107.28346779981358,0.195915755660726,Moderate Party (M)
1267,18593,51-60,Women,Falun,Upper secondary school,Left Party (V),0.037945055919713,53.62015852014648,Left Party (V),81.3391423080582,0.0575607828943869,Left Party (V)
1268,13838,23-30,Women,Trollhättan,"Primary school, 9/10 years",Social Democrats (S),0.064276842396309,6.691219293455772,Social Democrats (S),11.55833874915414,0.111031111903498,Social Democrats (S)
1269,14040,51-60,Women,Borås,"Tertiary education, 2 years or longer",Did not vote,0.0952685888535176,174.34151760193726,Did not vote,95.72056343888484,0.0523063188190627,Social Democrats (S)
1270,7424,51-60,Men,Karlskrona,Upper secondary school,Moderate Party (M),0.2218057926416726,431.6562530599591,Moderate Party (M),399.76244907098425,0.2054172185761185,Moderate Party (M)
1271,5056,23-30,Men,Jönköping,Upper secondary school,Did not vote,0.5749957682815009,1280.2280780787617,Did not vote,803.6181042351136,0.3609333502066533,Did not vote
1272,5614,18-22,Men,Uppvidinge,Upper secondary school,Moderate Party (M),0.0999500549759191,18.810600346467982,Moderate Party (M),29.194000624620536,0.1551222137333716,Moderate Party (M)
1273,22957,61-70,Men,Luleå,"Tertiary education, shorter than 2 years",Centre Party (C),0.104255203378888,74.04204543968629,Centre Party (C),59.590497838168986,0.083906642971232,Centre Party (C)
1274,610,41-50,Men,Botkyrka,"Tertiary education, 2 years or longer",Other party,0.0195939107450301,21.60032720532119,Other party,38.3904879198702,0.0348244629171536,Other party
1275,10531,71-104,Women,Halmstad,"Tertiary education, shorter than 2 years",Social Democrats (S),0.3491256392765472,408.9657738485474,Social Democrats (S),460.4926710955135,0.3931130878397759,Social Democrats (S)
1276,7820,41-50,Women,Staffanstorp,"Tertiary education, 2 years or longer",Social Democrats (S),0.3646752159163019,360.1897107605314,Social Democrats (S),340.2618196789158,0.3444991593387828,Social Democrats (S)
1277,13810,71-104,Men,,"Primary school, 9/10 years",Social Democrats (S),0.1,25.21,Social Democrats (S),25.21,0.0999999999999999,Social Democrats (S)
1278,9424,31-40,Women,Malmö,Upper secondary school,Left Party (V),0.088302684773151,550.2758407008454,Left Party (V),683.7703189666834,0.1097245244422362,Left Party (V)
1279,18673,51-60,Women,Borlänge,"Tertiary education, 2 years or longer",Did not vote,0.0985733264756967,74.63972280739755,Did not vote,37.368712211637,0.0493511783037995,Did not vote
1280,19557,51-60,Women,Sandviken,Upper secondary school,Centre Party (C),0.0324768196607497,38.32589488165075,Centre Party (C),33.70207527373974,0.02855866051499,Centre Party (C)
1281,7372,71-104,Women,Olofström,Upper secondary school,Social Democrats (S),0.3525486151392138,213.89124480496108,Social Democrats (S),271.0083573814176,0.4466925290611794,Social Democrats (S)
1282,10771,71-104,Men,Varberg,Upper secondary school,Moderate Party (M),0.1506484213602373,334.2285876298224,Moderate Party (M),360.66791458537966,0.1625655433991615,Moderate Party (M)
1283,19924,31-40,Men,Timrå,Upper secondary school,Did not vote,0.4728149101024314,304.1618316688941,Did not vote,182.78397636616663,0.2841348925325146,Did not vote
1284,1919,41-50,Men,Norrtälje,"Tertiary education, shorter than 2 years",Moderate Party (M),0.226440045849682,108.8044420307722,Moderate Party (M),116.1992178666536,0.2418297978494352,Moderate Party (M)
1285,11793,61-70,Men,Ale,"Tertiary education, shorter than 2 years",Sweden Democrats (SD),0.145490049808946,28.457853742629847,Sweden Democrats (SD),51.08996167306656,0.2611961230729374,Sweden Democrats (SD)
1286,12261,51-60,Women,Karlsborg,"Tertiary education, 2 years or longer",Christian Democrats (KD),0.1030605119122029,11.450022873445748,Christian Democrats (KD),13.330243431845798,0.1199841893055427,Christian Democrats (KD)
1287,13936,31-40,Women,Alingsås,Upper secondary school,Social Democrats (S),0.1968046038093607,172.12530649166692,Social Democrats (S),191.28955781400384,0.2187166222433156,Social Democrats (S)
1288,1354,41-50,Women,Stockholm,"Tertiary education, shorter than 2 years",Moderate Party (M),0.209239841347613,1909.062464487352,Moderate Party (M),1974.7484312021536,0.2164392502249231,Moderate Party (M)
1289,13580,18-22,Men,Uddevalla,Upper secondary school,Social Democrats (S),0.1267526063578429,170.97659071609436,Social Democrats (S),187.71645698900304,0.1391626191630239,Social Democrats (S)
1290,19790,51-60,Men,Hudiksvall,"Tertiary education, shorter than 2 years",Social Democrats (S),0.2156728596686348,70.02897753440573,Social Democrats (S),83.14407789729356,0.2560642990369373,Social Democrats (S)
1291,1471,71-104,Women,Södertälje,"Tertiary education, 2 years or longer",Social Democrats (S),0.2467919449345412,185.63690097976195,Social Democrats (S),243.0450045820575,0.3231122102925518,Social Democrats (S)
1292,2559,31-40,Men,Uppsala,"Tertiary education, 2 years or longer",Social Democrats (S),0.2264031332836783,1425.637889973994,Social Democrats (S),1570.2368541786598,0.2493666493319982,Social Democrats (S)
1293,22153,41-50,Women,Skellefteå,"Primary school, 9/10 years",Left Party (V),0.0156368798435669,2.8787495792006776,Left Party (V),3.596183340553908,0.0195338584495052,Left Party (V)
1294,1479,18-22,Women,Nacka,"Primary school, 9/10 years",Did not vote,0.6940856660706594,1709.2553612656056,Did not vote,1404.7603534533982,0.5704378922494105,Did not vote
1295,17827,18-22,Men,Vansbro,"Primary school, 9/10 years",Did not vote,0.7322417870550354,134.07347120977698,Did not vote,100.10373686532006,0.5467162035244132,Did not vote
1296,9440,51-60,Men,Malmö,"Tertiary education, 2 years or longer",Did not vote,0.1252875845277639,583.4016373535328,Did not vote,383.77539765624977,0.0824171368315794,Did not vote
1297,2591,51-60,Women,Uppsala,Upper secondary school,Social Democrats (S),0.2822349269593434,1104.836845075046,Social Democrats (S),1072.7849487217936,0.2740471436984094,Social Democrats (S)
1298,18622,18-22,Men,Borlänge,Upper secondary school,Sweden Democrats (SD),0.1496442244364484,193.62466199832065,Sweden Democrats (SD),347.5378362190036,0.2685971375059924,Sweden Democrats (SD)
1299,8021,71-104,Women,Vellinge,Upper secondary school,Sweden Democrats (SD),0.1257388690115555,191.4877236176979,Sweden Democrats (SD),321.8636758192104,0.2113491863019307,Sweden Democrats (SD)
1300,9547,71-104,Men,Lund,"Tertiary education, shorter than 2 years",Social Democrats (S),0.2834911807569889,210.94578760127547,Social Democrats (S),229.28159275218545,0.3081327681120621,Social Democrats (S)
1301,5178,51-60,Women,Nässjö,"Tertiary education, 2 years or longer",Left Party (V),0.0829692282747033,33.46148976318785,Left Party (V),27.605411239487736,0.0684488252900762,Left Party (V)
1302,10777,71-104,Women,Varberg,Upper secondary school,Did not vote,0.1734459784584524,490.1236459278949,Did not vote,244.2683015789784,0.0864421762258399,Social Democrats (S)
1303,1385,71-104,Men,Stockholm,Upper secondary school,Moderate Party (M),0.1606566526205317,2571.598907166327,Moderate Party (M),2345.518850257053,0.1465326517640661,Moderate Party (M)
1304,6396,71-104,Men,Torsås,"Primary school, 9/10 years",Social Democrats (S),0.1648035816631539,16.628681389812233,Social Democrats (S),16.397013047758996,0.1625075624158473,Social Democrats (S)
1305,22127,23-30,Men,Skellefteå,Upper secondary school,Christian Democrats (KD),0.0316687335332823,37.35960494921324,Christian Democrats (KD),29.095668940235573,0.0246636169706158,Christian Democrats (KD)
1306,2697,71-104,Women,Enköping,Upper secondary school,Social Democrats (S),0.3500376405254168,641.3039612066161,Social Democrats (S),767.9006947658179,0.4191368892341127,Social Democrats (S)
1307,13263,23-30,Men,Göteborg,"Tertiary education, shorter than 2 years",Sweden Democrats (SD),0.0962528935355837,456.4119705670312,Sweden Democrats (SD),712.9692537944243,0.1503583562770307,Sweden Democrats (SD)
1308,15131,31-40,Men,Hammarö,Upper secondary school,Moderate Party (M),0.119207334685988,53.20223347035648,Moderate Party (M),77.81207514725834,0.1743492609170027,Moderate Party (M)
1309,1353,41-50,Women,Stockholm,"Tertiary education, 2 years or longer",Christian Democrats (KD),0.0414207610136382,1278.6381821105049,Christian Democrats (KD),875.6554352180198,0.0283663627599416,Christian Democrats (KD)
1310,22137,31-40,Men,Skellefteå,"Tertiary education, 2 years or longer",Green Party (MP),0.0747450519211063,89.47730165475635,Green Party (MP),91.45469569364668,0.0763968721858213,Green Party (MP)
1311,8404,61-70,Men,Lomma,"Tertiary education, shorter than 2 years",Social Democrats (S),0.2213241337809128,50.70535904920713,Social Democrats (S),37.12084384978653,0.1620289997808229,Social Democrats (S)
1312,2553,23-30,Women,Uppsala,"Tertiary education, 2 years or longer",Social Democrats (S),0.3115238327583762,1556.715744676882,Social Democrats (S),1646.6899738153788,0.3295291216536349,Social Democrats (S)
1313,1228,18-22,Men,Sollentuna,"Primary school, 9/10 years",Sweden Democrats (SD),0.0696124664598078,135.27790607134452,Sweden Democrats (SD),227.6536443042348,0.1171479670170508,Sweden Democrats (SD)
1314,1391,71-104,Women,Stockholm,Upper secondary school,Social Democrats (S),0.3044453219965694,6179.052699774572,Social Democrats (S),8095.107908580595,0.3988504150344448,Social Democrats (S)
1315,9628,71-104,Men,Landskrona,"Tertiary education, 2 years or longer",Did not vote,0.1203073731264501,42.15570354350813,Did not vote,24.63681651818729,0.0703105494240504,Did not vote
1316,4701,61-70,Men,Gnosjö,"Tertiary education, shorter than 2 years",Christian Democrats (KD),0.0859083816795672,3.7456054412291313,Christian Democrats (KD),5.75805818674205,0.1320655547417901,Christian Democrats (KD)
1317,17179,71-104,Women,Surahammar,Upper secondary school,Christian Democrats (KD),0.0517401982040633,23.350351449493782,Christian Democrats (KD),13.391065866167132,0.0296722044453071,Christian Democrats (KD)
1318,7530,71-104,Women,Ronneby,"Primary school, 9/10 years",Sweden Democrats (SD),0.1935324924677056,50.62810002955179,Sweden Democrats (SD),73.07790838982837,0.2793498027134111,Sweden Democrats (SD)
1319,2597,61-70,Men,Uppsala,Upper secondary school,The Liberals (L),0.0651194456834981,246.97200969923497,The Liberals (L),187.6045428457686,0.0494659449574879,The Liberals (L)
1320,11417,71-104,Men,Sotenäs,"Tertiary education, 2 years or longer",The Liberals (L),0.1450810435819969,26.66589581037104,The Liberals (L),19.48079032885733,0.1059890659894305,The Liberals (L)
1321,13382,51-60,Men,Mölndal,Upper secondary school,Moderate Party (M),0.2091084412925801,352.954138057746,Moderate Party (M),394.4706175764884,0.2337049692378034,Moderate Party (M)
