index,cell_id,age_group,gender,municipality,education_level,party,prob,expected_N,expected_N_raked,prob_raked,vote_2026
707,21611,85-89,Women,Roskilde,H30 Vocational Education and Training (VET),Did not vote,0.0368357009065522,15.748399431918685,53.12469583473062,0.1242593201283365,Did not vote
708,3359,60-64,Men,Copenhagen,H30 Vocational Education and Training (VET),A: Socialdemokratiet,0.343041621936094,1359.9523143635424,1151.0689416923606,0.2903517664170507,Socialdemokratiet (A)
709,3275,20-24,Men,Copenhagen,"H2010 Upper secondary education, General (stx, hf, student courses)",Other - Right,0.0848567510035319,925.1010870535442,699.4215004333641,0.064155838685503,Other - Right
710,3276,20-24,Men,Copenhagen,"H2020 Upper secondary education, General (hhx, htx)",Did not vote,0.0419711771258047,184.31514552946044,751.8525915267686,0.1712075163482508,Did not vote
711,22522,35-39,Men,Silkeborg,H50 Vocational bachelors educations,Other - Right,0.1421188831256434,96.03562917130664,103.2686533814038,0.1528227159763254,Other - Right
712,18124,55-59,Men,Norddjurs,H30 Vocational Education and Training (VET),I: Liberal Alliance,0.137794216159771,98.35190496799792,67.01418640653014,0.0938890537044223,Liberal Alliance (I)
713,12106,45-49,Women,Holstebro,H30 Vocational Education and Training (VET),Other - Right,0.1595060070839289,87.46434353672387,79.87454184322854,0.1456647214384249,Other - Right
714,6738,60-64,Women,Frederikshavn,H30 Vocational Education and Training (VET),A: Socialdemokratiet,0.553314823716499,592.1838281965893,512.39259192425,0.4787608225263577,Socialdemokratiet (A)
715,24642,65-69,Men,Struer,H1020 Primary school 7th-9th grade,Did not vote,0.0200110896608877,2.380449622269078,8.922952380111974,0.0750101991018184,Did not vote
716,7807,70-74,Men,Gladsaxe,H1020 Primary school 7th-9th grade,Other - Right,0.0454828142849232,6.9740652896973545,8.28341720687237,0.0540220245745739,Other - Right
717,22551,50-54,Men,Silkeborg,H40 Short cycle higher education,M: Moderaterne,0.1724617529247266,65.81045220833825,72.51518387695944,0.1900320588208139,Moderaterne (M)
718,9532,35-39,Men,Halsnæs,H30 Vocational Education and Training (VET),M: Moderaterne,0.1847417178351247,63.88907045936322,49.92222067420008,0.1443551571369633,Moderaterne (M)
719,7424,25-29,Men,Gentofte,H70 Masters programs,Other - Left,0.2426913376497803,62.00443141222915,45.30239916705792,0.1773179690900145,Other - Left
720,10373,80-84,Women,Helsingør,H1020 Primary school 7th-9th grade,A: Socialdemokratiet,0.4766109143806633,245.81075025098767,229.677642198555,0.4453298765382545,Socialdemokratiet (A)
721,4730,75-79,Women,Faaborg-Midtfyn,H1020 Primary school 7th-9th grade,A: Socialdemokratiet,0.6175515723733999,312.0791604024607,270.4241348722737,0.5351233625555866,Socialdemokratiet (A)
722,20207,55-59,Men,Randers,H50 Vocational bachelors educations,V: Venstre,0.0848234921223072,27.484976836070818,32.09709529307373,0.0990573041403443,Venstre (V)
723,3458,30-34,Women,Copenhagen,H70 Masters programs,F: SF - Socialistisk Folkeparti,0.163822455757833,2197.7313311558323,1976.6633927286607,0.1473436932953559,Socialistisk Folkeparti (F)
724,25481,40-44,Men,Sønderborg,H30 Vocational Education and Training (VET),V: Venstre,0.1079945969493532,77.68805841367582,88.91087647861387,0.1235954980184105,Venstre (V)
725,7615,45-49,Women,Gentofte,H70 Masters programs,V: Venstre,0.1105537565453312,117.31129123112513,132.78396758336166,0.1251351534134275,Venstre (V)
726,12560,40-44,Men,Hvidovre,H70 Masters programs,F: SF - Socialistisk Folkeparti,0.1613595726241447,49.17573886801698,35.52222942343371,0.1165585284606669,Socialistisk Folkeparti (F)
727,25655,50-54,Women,Sønderborg,H60 Bachelors programs,A: Socialdemokratiet,0.2722341026935124,11.633196967032196,9.85826783138009,0.2306981223470803,Socialdemokratiet (A)
728,15991,45-49,Women,Lejre,H60 Bachelors programs,Other - Right,0.0625287578810318,1.0448284816316828,1.6820576749982563,0.1006643472597961,Other - Right
729,1130,50-54,Women,Albertslund,H30 Vocational Education and Training (VET),Other - Left,0.1126447487212482,30.611867727895707,39.96463785641207,0.1470608271630828,Other - Left
730,27157,65-69,Women,Varde,H1030 Primary school 10th grade,Æ: Danmarksdemokraterne,0.0841960460502057,30.222137229968265,42.467954651801705,0.1183117473894449,Danmarksdemokraterne (Æ)
731,16248,30-34,Women,Lemvig,H30 Vocational Education and Training (VET),V: Venstre,0.2211728851966677,24.099312594722967,25.021502316125023,0.2296363366158532,Venstre (V)
732,6222,25-29,Men,Frederiksberg,H70 Masters programs,Other - Left,0.4248505968156061,647.4320421140438,517.9231420874248,0.3398657182643685,Other - Left
733,2189,65-69,Men,Billund,H30 Vocational Education and Training (VET),V: Venstre,0.1409690764863848,53.73287067092443,62.4274796710282,0.1637795272561045,Venstre (V)
734,21583,70-74,Women,Roskilde,H50 Vocational bachelors educations,A: Socialdemokratiet,0.3282941301396954,222.1350045279549,236.78539146204227,0.3499459902099119,Socialdemokratiet (A)
735,15716,55-59,Women,Langeland,H30 Vocational Education and Training (VET),A: Socialdemokratiet,0.3637642971619655,81.99732277093585,64.01731573736515,0.2839996853367081,Socialdemokratiet (A)
736,12323,75-79,Men,Horsens,H50 Vocational bachelors educations,M: Moderaterne,0.1240573719584924,33.53281560576845,26.70359285758609,0.0987921083248321,Moderaterne (M)
737,25267,80-84,Men,Syddjurs,H70 Masters programs,F: SF - Socialistisk Folkeparti,0.0504123104775992,3.210662929683432,2.723546162970158,0.0427638334433516,Socialistisk Folkeparti (F)
738,21500,30-34,Women,Roskilde,H30 Vocational Education and Training (VET),F: SF - Socialistisk Folkeparti,0.1765627987959036,85.56270472042334,49.07775591568329,0.1012743340852676,Socialistisk Folkeparti (F)
739,2813,85-89,Men,Brøndby,H30 Vocational Education and Training (VET),M: Moderaterne,0.0744916041891866,7.026838630270586,6.0411057841679705,0.0640418379611939,Moderaterne (M)
740,5346,35-39,Men,Faxe,H30 Vocational Education and Training (VET),M: Moderaterne,0.1957786613216534,93.69000372852004,76.27349765076505,0.1593843811518754,Moderaterne (M)
741,3502,55-59,Women,Copenhagen,"H2010 Upper secondary education, General (stx, hf, student courses)",Did not vote,0.0659978967859008,58.81326420656187,237.568940318624,0.2665903791297312,Did not vote
742,20156,30-34,Men,Randers,H40 Short cycle higher education,Other - Right,0.1254937433133177,34.04055848734367,33.18703671467189,0.1223471544495708,Other - Right
743,474,25-29,Women,Aalborg,H70 Masters programs,A: Socialdemokratiet,0.1105847235002968,199.2253210156219,242.12082561985488,0.1343948872479705,Socialdemokratiet (A)
744,13737,30-34,Men,Ishøj,H40 Short cycle higher education,Other - Left,0.0499692808973578,1.593148710175905,2.587480276270324,0.0811565975702601,Other - Left
745,20600,30-34,Women,Rebild,"H2010 Upper secondary education, General (stx, hf, student courses)",A: Socialdemokratiet,0.1967948597149998,4.940349626039928,4.166609060018892,0.1659735256654158,Socialdemokratiet (A)
746,24617,50-54,Men,Struer,H30 Vocational Education and Training (VET),V: Venstre,0.1591384662479014,53.208174983307934,64.69557190312737,0.1934957191996222,Venstre (V)
747,6357,20-24,Women,Frederiksberg,"H2010 Upper secondary education, General (stx, hf, student courses)",Other - Right,0.0845566505169019,200.7926850295459,249.70611229375825,0.1051547892098294,Other - Right
748,22647,25-29,Women,Silkeborg,H1030 Primary school 10th grade,Did not vote,0.1197220367461979,19.806420091314017,59.81800317308245,0.3615763545837649,Did not vote
749,877,75-79,Women,Aarhus,H30 Vocational Education and Training (VET),A: Socialdemokratiet,0.4317132389478568,1100.623774439848,1011.475623954534,0.3967453982687717,Socialdemokratiet (A)
750,23308,60-64,Women,Skive,H1030 Primary school 10th grade,Did not vote,0.1,21.440479192938213,74.5832550206525,0.3478618847531065,Did not vote
751,1715,55-59,Women,Assens,H30 Vocational Education and Training (VET),Did not vote,0.0404159581996747,29.04622773191143,103.68111975966931,0.1442656113894798,Did not vote
752,7952,65-69,Women,Gladsaxe,H30 Vocational Education and Training (VET),Æ: Danmarksdemokraterne,0.0790542789916355,36.73278662680797,23.44689871327905,0.0504611232248691,Danmarksdemokraterne (Æ)
753,21692,50-54,Men,Rudersdal,H30 Vocational Education and Training (VET),Did not vote,0.0247226244660732,8.391369127321365,24.81082389181924,0.0730975687595721,Did not vote
754,2720,40-44,Men,Brøndby,H1030 Primary school 10th grade,A: Socialdemokratiet,0.4323624515893678,50.730527653152485,37.643230691546485,0.3208229888484076,Socialdemokratiet (A)
755,3457,30-34,Women,Copenhagen,H60 Bachelors programs,Other - Left,0.5158944136282302,962.057095462707,844.0158861238516,0.4525958830492864,Other - Left
756,19700,30-34,Women,Odense,H30 Vocational Education and Training (VET),Did not vote,0.040482340890553,42.9952288624149,161.76224487135747,0.1523079307487514,Did not vote
757,19687,25-29,Women,Odense,"H2010 Upper secondary education, General (stx, hf, student courses)",Did not vote,0.0761090894852831,105.1782760121796,365.1380875958575,0.2642211722513894,Did not vote
758,16828,30-34,Women,Lyngby-Taarbæk,H1030 Primary school 10th grade,Æ: Danmarksdemokraterne,0.0482934998591093,1.7342567287866628,0.9145861601797948,0.0254682976658755,Danmarksdemokraterne (Æ)
759,19187,70-74,Women,Næstved,H1030 Primary school 10th grade,Did not vote,0.1,16.628082736674624,54.65339663299488,0.3286812887480543,Did not vote
760,12536,30-34,Men,Hvidovre,H30 Vocational Education and Training (VET),M: Moderaterne,0.1310586807425559,59.79626571504196,63.28903643344878,0.138713973544151,Moderaterne (M)
761,6404,40-44,Women,Frederiksberg,H70 Masters programs,F: SF - Socialistisk Folkeparti,0.1560449477584015,155.3934030913519,120.65657135689192,0.1211624689307153,Socialistisk Folkeparti (F)
762,3307,35-39,Men,Copenhagen,"H2010 Upper secondary education, General (stx, hf, student courses)",Did not vote,0.1,113.71688849264471,420.2750905188783,0.3695801882110606,Did not vote
763,25692,70-74,Women,Sønderborg,H30 Vocational Education and Training (VET),Did not vote,0.0327797884067301,25.06499087632277,102.30405706335672,0.1337924023285688,Did not vote
764,14422,80-84,Men,Kalundborg,H30 Vocational Education and Training (VET),A: Socialdemokratiet,0.3928113418244949,151.0916092049434,121.63169167573344,0.3162207899362613,Socialdemokratiet (A)
765,8174,30-34,Women,Glostrup,H1030 Primary school 10th grade,Did not vote,0.120620351496796,5.098460230431738,17.587821857572315,0.4160960679581021,Did not vote
766,10359,70-74,Women,Helsingør,H50 Vocational bachelors educations,Did not vote,0.0191058771790151,10.115237181738738,40.67545865944686,0.076828679682419,Did not vote
767,27456,70-74,Women,Vejen,H1020 Primary school 7th-9th grade,Did not vote,0.0222559338537183,6.733998830501824,25.784761970520712,0.085218897611097,Did not vote
768,2902,55-59,Women,Brøndby,H30 Vocational Education and Training (VET),A: Socialdemokratiet,0.3472393291605952,159.2924251760776,146.56018614863382,0.3194844994270725,Socialdemokratiet (A)
769,14535,60-64,Women,Kalundborg,H40 Short cycle higher education,Other - Right,0.1,9.153193894855852,9.078497564450128,0.099183931518727,Other - Right
770,11666,50-54,Men,Holbæk,H1020 Primary school 7th-9th grade,Other - Right,0.1197541884361295,31.43926676644438,32.86479439083324,0.1251841148087819,Other - Right
771,15284,60-64,Men,Køge,H30 Vocational Education and Training (VET),V: Venstre,0.1455520140483653,153.92552674233335,126.8651403654323,0.1199637063683912,Venstre (V)
772,348,40-44,Men,Aalborg,H30 Vocational Education and Training (VET),A: Socialdemokratiet,0.2925127026834864,540.8348835519063,592.262711846681,0.3203276486219782,Socialdemokratiet (A)
773,24288,30-34,Men,Stevns,H30 Vocational Education and Training (VET),V: Venstre,0.1218793424825099,30.608033536162047,24.718635459552008,0.0984281147403896,Venstre (V)
774,26824,45-49,Women,Vallensbæk,H1030 Primary school 10th grade,Did not vote,0.1558973494235716,3.690515435445277,10.594792378321385,0.4475526734313948,Did not vote
775,13503,65-69,Men,Ikast-Brande,H1020 Primary school 7th-9th grade,V: Venstre,0.1446548387729986,31.546065830350003,29.67542029642813,0.1360769726908655,Venstre (V)
776,19296,50-54,Men,Odder,H50 Vocational bachelors educations,I: Liberal Alliance,0.0700233019925473,8.135973576271175,8.003614848762695,0.0688841395971941,Liberal Alliance (I)
777,26248,50-54,Women,Tårnby,"H2010 Upper secondary education, General (stx, hf, student courses)",I: Liberal Alliance,0.1,4.774473257698541,2.769457195595056,0.0580055023060287,Liberal Alliance (I)
778,19560,35-39,Men,Odense,H70 Masters programs,Other - Left,0.2538576531122399,292.7194730983116,284.1576559471125,0.2464325140008097,Other - Left
779,2865,35-39,Women,Brøndby,H40 Short cycle higher education,Did not vote,0.1,6.005132743362832,23.652353466750405,0.3938689530700574,Did not vote
780,14168,25-29,Women,Jammerbugt,H50 Vocational bachelors educations,F: SF - Socialistisk Folkeparti,0.1716227419448144,25.96349221962788,18.74622796181215,0.1239154970646265,Socialistisk Folkeparti (F)
781,15160,75-79,Women,Kolding,H1020 Primary school 7th-9th grade,A: Socialdemokratiet,0.544040417205292,394.23180834978274,334.6812044278,0.4618605049903003,Socialdemokratiet (A)
782,9054,25-29,Women,Guldborgsund,H1020 Primary school 7th-9th grade,Other - Left,0.0938646111440034,11.99504550791034,8.832127953036883,0.0691138900089354,Other - Left
783,19844,25-29,Men,Odsherred,H30 Vocational Education and Training (VET),I: Liberal Alliance,0.2330541223193171,52.8047180731743,35.519422343966,0.1567653062400777,Liberal Alliance (I)
784,26970,45-49,Men,Varde,H30 Vocational Education and Training (VET),Other - Right,0.1702824858448095,119.7234970753115,133.13964664553924,0.1893642480309498,Other - Right
785,26394,50-54,Men,Tønder,H1030 Primary school 10th grade,I: Liberal Alliance,0.1,13.009861932938856,6.326720750858014,0.0486301913384629,Liberal Alliance (I)
786,10029,60-64,Women,Hedensted,H30 Vocational Education and Training (VET),V: Venstre,0.2081078399614543,156.84298428968725,148.937351268305,0.1976182141802393,Venstre (V)
787,899,85-89,Women,Aarhus,H30 Vocational Education and Training (VET),Other - Left,0.1495037130832063,149.92290782691265,121.34687648664644,0.1210075822885436,Other - Left
788,28305,40-44,Women,Viborg,H40 Short cycle higher education,A: Socialdemokratiet,0.2786627311936765,42.77901728632531,35.3587690486664,0.2303271972986034,Socialdemokratiet (A)
789,23026,65-69,Women,Skanderborg,H30 Vocational Education and Training (VET),A: Socialdemokratiet,0.456673128331693,262.530669392164,235.5372733698292,0.4097180101569024,Socialdemokratiet (A)
790,1583,60-64,Men,Assens,H50 Vocational bachelors educations,V: Venstre,0.0910601946753206,12.339419452763003,15.414067091625398,0.1137499179337461,Venstre (V)
791,26177,90-94,Men,Tårnby,H1020 Primary school 7th-9th grade,Did not vote,0.1,2.9623188405797096,10.686681205776312,0.3607539154591809,Did not vote
792,24162,40-44,Women,Sorø,H50 Vocational bachelors educations,F: SF - Socialistisk Folkeparti,0.3157663179009208,58.82293769819692,47.6932493776745,0.2560212450113706,Socialistisk Folkeparti (F)
793,11972,50-54,Men,Holstebro,H70 Masters programs,A: Socialdemokratiet,0.1685837813485103,16.508310248016034,14.510253258357684,0.1481795123708959,Socialdemokratiet (A)
794,14832,60-64,Women,Kerteminde,H50 Vocational bachelors educations,A: Socialdemokratiet,0.4339156435710784,83.76921644623462,82.10519200130068,0.4252961736921289,Socialdemokratiet (A)
795,8030,30-34,Men,Glostrup,H30 Vocational Education and Training (VET),Did not vote,0.0397520264115614,10.200949694258496,44.42071728779767,0.1731028560839689,Did not vote
796,621,25-29,Men,Aarhus,"H2010 Upper secondary education, General (stx, hf, student courses)",I: Liberal Alliance,0.0944193003924765,311.53062842083443,403.2300763309073,0.1222117449490014,Liberal Alliance (I)
797,6222,25-29,Men,Frederiksberg,H70 Masters programs,I: Liberal Alliance,0.0897223901305255,136.72841865106508,201.90908063685907,0.1324945134487949,Liberal Alliance (I)
798,21865,60-64,Women,Rudersdal,H50 Vocational bachelors educations,V: Venstre,0.2360420429203637,107.428041442615,109.81342760549018,0.2412832389384424,Venstre (V)
799,135,85-89,Men,Aabenraa,H30 Vocational Education and Training (VET),Æ: Danmarksdemokraterne,0.0988825610988551,21.96641997376205,27.53897604962446,0.1239676053302975,Danmarksdemokraterne (Æ)
800,6205,20-24,Men,Frederiksberg,"H2010 Upper secondary education, General (stx, hf, student courses)",Other - Left,0.4181090633541104,635.8084153661941,460.39227928067095,0.302755012380008,Other - Left
801,7977,80-84,Women,Gladsaxe,H1020 Primary school 7th-9th grade,Did not vote,0.029612283455971,9.47478375126984,38.62049597053097,0.1207036597258778,Did not vote
802,12415,45-49,Women,Horsens,H50 Vocational bachelors educations,Other - Right,0.1073179468111029,86.74679306873783,71.64412180193837,0.0886338247314353,Other - Right
803,26121,60-64,Men,Tårnby,H30 Vocational Education and Training (VET),Other - Right,0.1612827757280628,111.92401320452282,90.17734770419764,0.1299457777568319,Other - Right
804,6414,45-49,Women,Frederiksberg,H70 Masters programs,F: SF - Socialistisk Folkeparti,0.1604818043493773,184.77083314356457,144.74263015741408,0.1257155042207777,Socialistisk Folkeparti (F)
805,6424,50-54,Women,Frederiksberg,H70 Masters programs,Other - Left,0.4536823455039141,530.5255635931587,454.5087505290334,0.3886760792363904,Other - Left
806,19904,55-59,Men,Odsherred,H30 Vocational Education and Training (VET),A: Socialdemokratiet,0.2929662796403851,169.2736646321192,144.82099229903335,0.2506454114990911,Socialdemokratiet (A)
807,10079,85-89,Women,Hedensted,H30 Vocational Education and Training (VET),A: Socialdemokratiet,0.3960443059426936,55.55263334313483,43.02649181873987,0.3067432822535614,Socialdemokratiet (A)
808,10098,20-24,Men,Helsingør,"H2010 Upper secondary education, General (stx, hf, student courses)",A: Socialdemokratiet,0.1483406812370953,88.11254228774328,73.0200816901803,0.122931972914104,Socialdemokratiet (A)
809,2313,55-59,Women,Billund,H30 Vocational Education and Training (VET),A: Socialdemokratiet,0.2858176829669868,100.8094979065444,76.6483857069689,0.2173154758318022,Socialdemokratiet (A)
810,3299,30-34,Men,Copenhagen,H30 Vocational Education and Training (VET),Æ: Danmarksdemokraterne,0.0357843669279604,132.649327117109,77.31759936345283,0.0208577111225616,Danmarksdemokraterne (Æ)
811,11479,30-34,Women,Hjørring,H30 Vocational Education and Training (VET),Other - Right,0.1190654697303991,59.409461260364345,50.91619885700638,0.1020436981784321,Other - Right
812,8906,25-29,Men,Guldborgsund,"H2010 Upper secondary education, General (stx, hf, student courses)",Other - Left,0.1732470235909843,16.984177446445443,11.928295066345036,0.1216745187263572,Other - Left
813,25940,45-49,Women,Thisted,"H2020 Upper secondary education, General (hhx, htx)",A: Socialdemokratiet,0.1104201524029704,2.2108232157833103,1.753514597112311,0.0875797520451551,Socialdemokratiet (A)
814,6849,40-44,Men,Frederikssund,H30 Vocational Education and Training (VET),Other - Right,0.2038112175199719,100.43373731520042,108.77456210235432,0.2207373391642902,Other - Right
815,14342,40-44,Men,Kalundborg,H30 Vocational Education and Training (VET),Other - Right,0.1931001783700634,110.07391697134923,124.60706570564324,0.2185953518869765,Other - Right
816,16477,75-79,Men,Lolland,H30 Vocational Education and Training (VET),V: Venstre,0.1000387344563096,66.25072964400282,54.25146023827273,0.08191981362027,Venstre (V)
817,318,25-29,Men,Aalborg,H40 Short cycle higher education,Did not vote,0.1,61.2526274432767,212.05950393000447,0.3462047470965769,Did not vote
818,18052,20-24,Men,Norddjurs,H1030 Primary school 10th grade,Did not vote,0.1138284871116318,18.17409711798378,56.84641600780365,0.3560419805110295,Did not vote
819,3302,30-34,Men,Copenhagen,H60 Bachelors programs,Other - Left,0.4407435338080741,951.6282074963982,779.7556709511979,0.3611413230657284,Other - Left
820,27703,40-44,Women,Vejle,H40 Short cycle higher education,V: Venstre,0.2022473172339068,34.94628753344404,36.43454713004216,0.2108604355936619,Venstre (V)
821,2655,80-84,Women,Bornholm,H30 Vocational Education and Training (VET),V: Venstre,0.1573376346873767,53.02402176865923,63.32195408478243,0.1878945833824151,Venstre (V)
822,8723,85-89,Men,Gribskov,H1020 Primary school 7th-9th grade,Æ: Danmarksdemokraterne,0.1,10.17029288702929,9.10279662247397,0.089503780506491,Danmarksdemokraterne (Æ)
823,28646,60-64,Women,Vordingborg,H1020 Primary school 7th-9th grade,A: Socialdemokratiet,0.5677371142876337,82.59223257851053,70.27007336743064,0.4830348742114708,Socialdemokratiet (A)
824,11564,70-74,Women,Hjørring,H70 Masters programs,Other - Right,0.0866302404438731,5.001606630981997,4.953961466868074,0.0858050032095793,Other - Right
825,14949,45-49,Men,Kolding,H30 Vocational Education and Training (VET),Æ: Danmarksdemokraterne,0.1263555644706869,141.21874384894315,126.07540771632122,0.1128060544491735,Danmarksdemokraterne (Æ)
826,664,45-49,Men,Aarhus,H30 Vocational Education and Training (VET),Other - Right,0.1772528303212065,368.8089340632852,293.9409492409156,0.1412706157256864,Other - Right
827,20246,75-79,Men,Randers,H30 Vocational Education and Training (VET),A: Socialdemokratiet,0.4671054560109877,514.016497173192,448.9730218016168,0.4079980880742304,Socialdemokratiet (A)
828,3401,80-84,Men,Copenhagen,H30 Vocational Education and Training (VET),V: Venstre,0.1063665154084018,160.13776082246673,180.56206845209528,0.1199327250333839,Venstre (V)
829,25438,20-24,Men,Sønderborg,H1030 Primary school 10th grade,A: Socialdemokratiet,0.3244834291313074,110.00584893177732,77.12438632255433,0.2274932250112477,Socialdemokratiet (A)
830,3372,65-69,Men,Copenhagen,H50 Vocational bachelors educations,A: Socialdemokratiet,0.3078589793441572,420.1755613228783,382.6283524804473,0.2803484659885978,Socialdemokratiet (A)
831,3330,45-49,Men,Copenhagen,H40 Short cycle higher education,Did not vote,0.1,108.28907415533128,400.21496407528826,0.3695801882110605,Did not vote
832,493,35-39,Women,Aalborg,H60 Bachelors programs,Æ: Danmarksdemokraterne,0.0104273890593285,1.322699622941374,1.889496938890234,0.0148956870981825,Danmarksdemokraterne (Æ)
833,10769,50-54,Men,Herning,H70 Masters programs,V: Venstre,0.182786925428596,21.58992236047055,25.10663912730533,0.2125605315898603,Venstre (V)
834,13493,60-64,Men,Ikast-Brande,H1020 Primary school 7th-9th grade,Æ: Danmarksdemokraterne,0.0705843486376617,15.550079141017733,28.893837410568747,0.1311538465349585,Danmarksdemokraterne (Æ)
835,656,40-44,Men,Aarhus,H50 Vocational bachelors educations,V: Venstre,0.0566373154987309,89.30096601259133,123.0462779549082,0.0780395910218266,Venstre (V)
836,21094,50-54,Men,Ringsted,H70 Masters programs,I: Liberal Alliance,0.1087944560909111,8.923565204972748,6.182192776150972,0.0753721506013872,Liberal Alliance (I)
837,10128,35-39,Men,Helsingør,H1030 Primary school 10th grade,Other - Left,0.1594403399613846,20.76165663579318,18.12251397083753,0.1391728916026787,Other - Left
838,12136,60-64,Women,Holstebro,H30 Vocational Education and Training (VET),V: Venstre,0.2424851598159547,223.1555533215428,227.3565248921482,0.2470500171431337,Venstre (V)
839,9602,70-74,Men,Halsnæs,H30 Vocational Education and Training (VET),Æ: Danmarksdemokraterne,0.1040354208258338,53.10901660288703,62.62749161938734,0.1226811916817748,Danmarksdemokraterne (Æ)
840,8167,25-29,Women,Glostrup,H40 Short cycle higher education,M: Moderaterne,0.1,6.101694915254237,4.121195903158645,0.0675418217462111,Moderaterne (M)
841,13202,60-64,Men,Hørsholm,H70 Masters programs,V: Venstre,0.2209564505333054,50.02854691824663,38.13044322742208,0.1684071977257455,Venstre (V)
842,3010,35-39,Men,Brønderslev,H30 Vocational Education and Training (VET),A: Socialdemokratiet,0.2407971761256317,110.803200800277,117.63216906803235,0.2556378690194323,Socialdemokratiet (A)
843,3308,35-39,Men,Copenhagen,"H2020 Upper secondary education, General (hhx, htx)",M: Moderaterne,0.0780365893805478,28.162676076830152,31.19518947946677,0.0864394486311023,Moderaterne (M)
844,23643,80-84,Women,Slagelse,H1020 Primary school 7th-9th grade,V: Venstre,0.1161539766677501,88.51805885827547,86.07992217642428,0.1129546377429104,Venstre (V)
845,27419,50-54,Women,Vejen,"H2020 Upper secondary education, General (hhx, htx)",M: Moderaterne,0.1,3.797260273972603,2.643048291451875,0.0696040855973978,Moderaterne (M)
846,7289,35-39,Women,Furesø,H40 Short cycle higher education,M: Moderaterne,0.1,4.677464788732395,5.252478439672547,0.1122932758858027,Moderaterne (M)
847,4065,40-44,Women,Egedal,H60 Bachelors programs,Other - Right,0.1449602007745389,2.929766224164715,3.0810561221399504,0.1524457857351281,Other - Right
848,16903,65-69,Women,Lyngby-Taarbæk,H50 Vocational bachelors educations,Other - Right,0.0386866218424578,18.00765530211809,29.979328875000952,0.0644058840431837,Other - Right
849,8509,50-54,Women,Greve,H50 Vocational bachelors educations,F: SF - Socialistisk Folkeparti,0.1426971852157937,54.61458977803976,45.80211933896996,0.1196719325944092,Socialistisk Folkeparti (F)
850,3044,50-54,Men,Brønderslev,H70 Masters programs,A: Socialdemokratiet,0.2094712936871764,14.65030631021472,15.791254576385148,0.2257846665467066,Socialdemokratiet (A)
851,19637,75-79,Men,Odense,H30 Vocational Education and Training (VET),Did not vote,0.0423197885346665,68.59591012590465,246.0978901506488,0.1518284494059068,Did not vote
852,17709,65-69,Women,Middelfart,H30 Vocational Education and Training (VET),M: Moderaterne,0.0576525098226838,26.29446603486042,24.28905848211656,0.0532555093861749,Moderaterne (M)
853,412,70-74,Men,Aalborg,H70 Masters programs,A: Socialdemokratiet,0.2802546191511091,104.19301088513348,117.4781970429819,0.3159886358129756,Socialdemokratiet (A)
854,3446,25-29,Women,Copenhagen,H60 Bachelors programs,A: Socialdemokratiet,0.0942834212129564,737.8218947776636,658.1906655067163,0.0841076528002819,Socialdemokratiet (A)
855,3458,30-34,Women,Copenhagen,H70 Masters programs,Other - Left,0.5492169691148382,7367.923616102987,6538.520399246902,0.4873919089391019,Other - Left
856,18444,70-74,Men,Nordfyns,H1020 Primary school 7th-9th grade,A: Socialdemokratiet,0.4642558901222383,77.28821191676785,71.86403097961532,0.4316738457624374,Socialdemokratiet (A)
857,358,45-49,Men,Aalborg,H30 Vocational Education and Training (VET),I: Liberal Alliance,0.1437086888440646,319.2319322766804,239.13601633299515,0.1076518978459285,Liberal Alliance (I)
858,840,55-59,Women,Aarhus,H70 Masters programs,Other - Left,0.3141763850289897,473.37098209671154,442.3897773350707,0.2936141552261779,Enhedslisten (Ø)
859,21766,85-89,Men,Rudersdal,H70 Masters programs,M: Moderaterne,0.0951752967134115,12.868694690597131,19.74599617565484,0.1460389798736172,Moderaterne (M)
860,3303,30-34,Men,Copenhagen,H70 Masters programs,Did not vote,0.0249105253843283,281.4390799023224,1269.2585897446577,0.1123436671626575,Socialdemokratiet (A)
861,17448,85-89,Women,Mariagerfjord,H1020 Primary school 7th-9th grade,I: Liberal Alliance,0.1,24.070071047957377,10.4979612963011,0.0436141682979867,Liberal Alliance (I)
862,3476,40-44,Women,Copenhagen,H50 Vocational bachelors educations,A: Socialdemokratiet,0.1941307210492486,663.012882900284,619.9271868088763,0.1815151935612379,Socialdemokratiet (A)
863,819,45-49,Women,Aarhus,H60 Bachelors programs,Other - Left,0.3055301240164634,71.22019889998174,62.79897961608823,0.2694036288378817,Other - Left
864,3488,45-49,Women,Copenhagen,H70 Masters programs,Other - Left,0.6030015782525664,3428.812465198976,3036.553329236312,0.5340176718796792,Other - Left
865,19700,30-34,Women,Odense,H30 Vocational Education and Training (VET),A: Socialdemokratiet,0.245221282298829,260.4430702976814,259.668423175309,0.2444919100008441,Socialdemokratiet (A)
866,23529,20-24,Women,Slagelse,H50 Vocational bachelors educations,I: Liberal Alliance,0.1,7.056044568245127,3.727541065896254,0.0528276292736528,Liberal Alliance (I)
867,22812,30-34,Men,Skanderborg,H50 Vocational bachelors educations,A: Socialdemokratiet,0.1560937071841201,57.02017118670076,53.8053773212832,0.1472931532425557,Socialdemokratiet (A)
868,7952,65-69,Women,Gladsaxe,H30 Vocational Education and Training (VET),Did not vote,0.0393636657710612,18.29043480075717,72.30238301238143,0.1556052040508528,Did not vote
